Time,Lane,Delay_s,Saturation,Queue_m,Inflow_PCU_h,Outflow_PCU_h,Avg_Queue
99,-E0_0,0.0,0.38,0.0,690.91,618.18,0.1
99,-E0_1,23.53,0.6,0.0,436.36,345.45,0.29
99,-E0_2,19.02,0.15,0.0,109.09,109.09,0.07
99,-E2_0,0.0,0.53,0.0,963.64,854.55,0.15
99,-E2_1,72.78,1.55,23.94,654.55,654.55,2.38
99,-E2_2,0.0,0.19,0.0,345.45,254.55,2.96
99,-E1_0,0.0,0.64,0.0,1163.64,1090.91,0.16
99,-E1_1,49.25,1.01,16.26,545.45,290.91,1.67
99,-E1_2,28.04,0.44,0.0,236.36,18.18,1.79
198,-E0_0,0.0,0.62,0.0,1127.27,1109.09,0.13
198,-E0_1,42.04,0.99,18.25,709.09,727.27,1.14
198,-E0_2,21.39,0.38,0.0,272.73,254.55,0.97
198,-E2_0,0.0,0.5,0.0,909.09,1000.0,0.11
198,-E2_1,102.1,2.0,34.09,672.73,472.73,1.01
198,-E2_2,0.0,0.24,0.0,436.36,290.91,1.78
198,-E1_0,1.41,0.74,5.33,1345.45,1272.73,0.16
198,-E1_1,48.39,0.93,19.6,545.45,527.27,2.16
198,-E1_2,25.38,0.37,0.0,218.18,309.09,1.96
297,-E0_0,0.0,0.63,0.0,1145.45,1127.27,0.16
297,-E0_1,109.18,2.0,29.36,745.45,600.0,2.59
297,-E0_2,54.04,1.21,6.27,345.45,309.09,3.15
297,-E2_0,0.0,0.44,0.0,800.0,672.73,0.1
297,-E2_1,31.81,0.74,7.57,509.09,581.82,0.61
297,-E2_2,0.0,0.18,0.0,327.27,327.27,1.71
297,-E1_0,0.0,0.51,0.0,927.27,1072.73,0.14
297,-E1_1,31.16,0.75,8.49,545.45,745.45,2.05
297,-E1_2,21.29,0.4,0.0,290.91,363.64,2.63
396,-E0_0,0.0,0.52,0.0,945.45,1054.55,0.14
396,-E0_1,58.06,1.05,17.69,454.55,527.27,1.15
396,-E0_2,32.71,0.51,0.0,218.18,109.09,0.66
396,-E2_0,0.0,0.62,0.0,1127.27,1181.82,0.14
396,-E2_1,45.6,1.05,22.33,763.64,872.73,0.93
396,-E2_2,0.0,0.3,0.0,545.45,709.09,1.67
396,-E1_0,0.0,0.62,0.0,1127.27,1036.36,0.14
396,-E1_1,50.13,1.02,17.54,563.64,436.36,2.21
396,-E1_2,26.42,0.3,0.0,163.64,200.0,1.87
495,-E0_0,0.0,0.6,0.0,1090.91,1090.91,0.15
495,-E0_1,32.85,0.78,10.48,563.64,581.82,1.04
495,-E0_2,19.23,0.18,0.0,127.27,181.82,0.98
495,-E2_0,0.0,0.64,0.0,1163.64,1254.55,0.15
495,-E2_1,58.47,1.38,28.31,1000.0,1000.0,2.01
495,-E2_2,0.0,0.29,0.0,527.27,600.0,2.79
495,-E1_0,0.0,0.44,0.0,800.0,890.91,0.1
495,-E1_1,108.76,2.0,20.83,618.18,545.45,2.22
495,-E1_2,93.56,1.89,18.54,381.82,72.73,2.88
