Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Avg_Queue_m,Avg_Inflow_PCU,Avg_Outflow_PCU,Total_Records
NOR_FT,17.24377777777778,0.3617777777777778,0.5362222222222223,1.8631111111111112,337.7784444444444,330.5048888888889,45
NOR_AD,17.824666666666666,0.3768888888888889,0.6797777777777778,1.4855555555555557,338.99,328.8884444444444,45
NOR_AD_NEXT,18.154,0.384,0.5762222222222223,1.9595555555555557,334.54599999999994,325.25177777777776,45
NOR_IN,19.698222222222224,0.41800000000000004,0.4146666666666666,1.4613333333333334,333.73799999999994,326.06044444444444,45
