Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Avg_Queue_m,Avg_Inflow_PCU,Avg_Outflow_PCU,Total_Records
FT,24.552444444444447,0.682888888888889,0.9542222222222222,7.095111111111111,646.0602222222223,627.0713333333333,45
AD,25.578333333333337,0.6251851851851853,1.1311111111111112,5.456296296296296,539.7307407407408,541.0774074074073,54
IN,26.813333333333333,0.7402222222222221,1.1857777777777778,6.775111111111111,648.888,629.8993333333333,45
