Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Avg_Inflow_PCU,Avg_TotalDemand,Avg_Residual_NGE,Avg_Capacity,Active_Records
FEW_FT_NGA3,12.043076923076923,0.09282051282051282,0.7679487179487179,112.2976923076923,112.2976923076923,0.0,1454.073846153846,39
FEW_IN_NGA3,12.560344827586206,0.1003448275862069,0.9134482758620689,113.34827586206897,113.34827586206897,0.0,1505.1562068965513,29
FEW_AD_NGA3,14.66,0.11347826086956521,1.1386956521739133,124.06173913043479,124.06173913043479,0.0,1381.0691304347824,23
NOR_FT_NGA3,16.370222222222225,0.352,3.4168888888888893,376.83400000000006,382.7313333333334,0.1748888888888889,1349.1975555555557,45
NOR_IN_NGA3,16.598222222222223,0.3442222222222222,3.324222222222222,376.01355555555557,380.9957777777778,0.14844444444444443,1346.2975555555556,45
NOR_AD_NGA3,18.02222222222222,0.3122222222222222,3.368888888888888,339.93933333333337,344.15688888888894,0.1408888888888889,1350.9697777777778,45
CROW_AD_NGA3,26.4125,0.6588888888888889,7.9608333333333325,715.613611111111,734.7883333333333,1.0527777777777778,1353.2858333333334,36
CROW_FT_NGA3,26.68644444444444,0.7233333333333333,8.099555555555556,736.6980000000001,773.5924444444445,1.320888888888889,1348.4206666666664,45
CROW_IN_NGA3,27.655555555555555,0.6475000000000001,8.26861111111111,706.7733333333333,726.2383333333332,1.0930555555555557,1354.4794444444442,36
