Time,Lane,Delay_s,Saturation,Avg_Queue_Veh,Inflow_PCU_h,TotalDemand_h,Capacity_h,Residual_NGE
96,-E0_0,0.0,0.31,0.0,682.11,682.11,2200.0,0.0
96,-E0_1,32.83,0.7,9.01,454.74,454.74,648.42,0.55
96,-E0_2,25.85,0.29,3.53,189.47,189.47,648.42,0.0
96,-E2_0,0.0,0.41,0.0,909.47,909.47,2200.0,0.0
96,-E2_1,44.59,0.95,14.44,663.16,663.16,694.74,2.46
96,-E2_2,0.0,0.17,0.0,378.95,378.95,2200.0,0.0
96,-E1_0,0.0,0.53,0.0,1155.79,1155.79,2200.0,0.0
96,-E1_1,33.66,0.74,10.14,511.58,511.58,694.74,0.9
96,-E1_2,24.33,0.27,3.42,189.47,189.47,694.74,0.0
219,-E0_0,0.0,0.54,0.0,1185.37,1185.37,2200.0,0.0
219,-E0_1,73.76,1.37,25.28,863.41,879.47,643.9,4.02
219,-E0_2,37.2,0.59,9.2,380.49,380.49,643.9,0.0
219,-E2_0,0.0,0.41,0.0,907.32,907.32,2200.0,0.0
219,-E2_1,51.39,0.9,17.17,570.73,642.79,715.45,2.35
219,-E2_2,0.0,0.19,0.0,409.76,409.76,2200.0,0.0
219,-E1_0,0.07,0.66,0.04,1448.78,1448.78,2200.0,0.04
219,-E1_1,53.75,0.94,17.8,629.27,655.72,697.56,2.5
219,-E1_2,31.63,0.29,4.78,204.88,204.88,697.56,0.0
348,-E0_0,0.0,0.53,0.0,1158.14,1158.14,2200.0,0.0
348,-E0_1,85.12,1.45,30.05,879.07,991.37,682.17,5.54
348,-E0_2,37.92,0.61,10.35,418.6,418.6,682.17,0.0
348,-E2_0,0.0,0.41,0.0,906.98,906.98,2200.0,0.0
348,-E2_1,71.65,1.16,24.05,725.58,791.15,682.17,4.49
348,-E2_2,0.0,0.22,0.0,474.42,474.42,2200.0,0.0
348,-E1_0,0.0,0.48,0.0,1060.47,1061.72,2200.0,0.0
348,-E1_1,49.52,0.82,15.39,488.37,558.05,682.17,1.59
348,-E1_2,34.17,0.33,5.52,223.26,223.26,682.17,0.0
472,-E0_0,0.0,0.5,0.0,1103.23,1103.23,2200.0,0.0
472,-E0_1,66.25,1.28,24.29,725.81,886.64,691.94,3.35
472,-E0_2,33.82,0.44,7.2,304.84,304.84,691.94,0.0
472,-E2_0,0.0,0.65,0.0,1422.58,1422.58,2200.0,0.0
472,-E2_1,103.95,1.68,36.04,1059.68,1190.08,709.68,8.27
472,-E2_2,0.0,0.3,0.0,667.74,667.74,2200.0,0.0
472,-E1_0,0.0,0.48,0.0,1045.16,1045.16,2200.0,0.0
472,-E1_1,68.71,1.3,23.58,783.87,830.01,638.71,3.29
472,-E1_2,35.43,0.41,6.39,261.29,261.29,638.71,0.0
