Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Max_Queue_m,Avg_Inflow_PCU,Avg_Outflow_PCU,Total_Records
AD,23.786571428571428,0.3175714285714286,0.9981428571428572,0.5112857142857142,418.96071428571435,410.9097142857143,70
FT,24.382428571428573,0.3248571428571429,1.2108571428571426,0.789142857142857,417.9218571428571,406.49385714285717,70
IN,27.30573529411765,0.3563235294117647,1.8491176470588238,1.8008823529411764,414.7060294117647,403.4761764705882,68
