Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent
1,-12034.28,4634796.125,1.13,76.6,47.7
2,-12023.18,4616187.125,1.13,95.4,47.8
3,-13569.56,5580388.75,1.16,88.1,47.8
4,-13935.83,5976465.5,1.18,89.3,47.7
5,-13164.9,4974180.625,1.15,90.5,47.8
6,-12273.66,4308258.75,1.12,88.7,47.7
7,-13084.96,5087458.875,1.17,86.3,47.8
8,-13049.24,5044338.5,1.16,78.4,47.8
9,-13014.48,5044337.625,1.2,72.0,47.8
10,-12973.18,5033169.0,1.22,84.7,48.0
11,-13143.45,5206871.375,1.18,89.3,47.9
12,-12973.01,4659731.875,1.17,94.7,48.0
13,-13403.84,5401590.875,1.12,95.8,48.5
14,-13202.14,5275660.75,1.15,90.7,48.7
15,-13881.53,5664254.375,1.21,85.7,48.7
16,-13768.09,5692412.5,1.25,88.1,48.6
17,-13659.92,5620911.25,1.26,88.6,48.6
18,-12913.33,4705216.5,1.18,89.5,48.5
19,-13120.34,4694830.625,1.2,96.2,48.8
20,-13051.86,5001409.625,1.19,98.7,49.1
21,-13379.46,5312037.75,1.15,92.8,49.2
22,-13581.27,5046950.0,1.19,90.3,49.4
23,-13180.38,5343283.5,1.15,100.0,49.3
24,-13261.69,5235173.125,1.14,99.6,49.3
25,-13004.84,4546011.5,1.14,99.6,49.4
26,-11888.77,4079865.25,1.2,94.8,49.4
27,-13681.1,5787741.25,1.21,71.7,49.4
28,-13649.09,5515474.75,1.16,95.5,49.4
29,-13099.55,4563576.5,1.2,100.0,49.4
30,-12535.39,4765171.0,1.18,92.4,49.3
31,-12098.98,4346240.75,1.14,100.0,49.3
32,-13706.97,5646708.75,1.21,100.0,49.4
33,-12522.37,5000981.625,1.19,89.3,49.4
34,-13156.18,5064808.625,1.22,91.8,49.4
35,-13047.77,5199740.5,1.12,100.0,49.4
36,-12491.94,4831535.75,1.13,100.0,49.2
37,-13598.65,5237347.625,1.18,100.0,49.3
38,-13316.1,5514876.0,1.18,97.2,49.0
39,-13209.21,4656738.25,1.2,92.6,49.0
40,-12504.41,4257463.875,1.16,100.0,48.9
41,-12383.56,4682490.5,1.18,98.4,49.0
42,-12649.16,4666497.0,1.16,95.1,49.0
43,-12509.68,4819362.25,1.18,96.0,48.9
44,-13754.57,5690666.25,1.21,85.8,49.0
45,-13358.07,5260534.625,1.25,87.8,49.1
46,-13422.75,4867781.0,1.18,99.3,49.1
47,-13144.06,5268752.0,1.17,100.0,49.1
48,-12732.02,4819215.375,1.15,100.0,49.1
49,-12700.55,4723302.0,1.15,100.0,49.0
50,-12293.3,4664698.125,1.18,89.8,49.0
51,-13025.93,4777678.125,1.17,100.0,49.1
52,-13134.23,4962950.625,1.21,100.0,49.1
53,-13742.47,5856564.875,1.2,94.1,49.5
54,-12993.96,5018504.625,1.16,98.7,49.2
55,-12956.79,4880922.5,1.2,90.3,49.3
