Time,Lane,Delay_s,Queue_m,Saturation
1680.0,537517150#2_2,300.0,142.1,0.0
1680.0,156084437#2.76_0,300.0,261.45,1.2
1680.0,156084437#2.76_0,300.0,261.45,0.0
1680.0,156084437#2.76_1,300.0,357.7,60000.0
1680.0,156084437#2.76_2,300.0,35.0,30000.0
1680.0,156084437#2.76_2,300.0,35.0,0.0
1680.0,-156084515#1.105_0,94.76,46.55,2.25
1680.0,-156084515#1.105_0,300.0,46.55,0.0
1680.0,-156084515#1.105_0,300.0,46.55,0.0
1680.0,-156084515#1.105_0,300.0,46.55,0.0
1740.0,156084447#2.35_0,300.0,387.45,2.7
1740.0,156084447#2.35_0,300.0,387.45,0.0
1740.0,156084447#2.35_1,300.0,452.55,120000.0
1740.0,156084447#2.35_2,300.0,49.0,60000.0
1740.0,156084447#2.35_2,300.0,49.0,0.0
1740.0,156084447#2.35_2,300.0,49.0,0.0
1740.0,537517150#2_0,300.0,1127.7,3.6
1740.0,537517150#2_1,300.0,886.55,2.4
1740.0,537517150#2_2,300.0,107.1,0.3
1740.0,537517150#2_2,300.0,107.1,0.0
1740.0,156084437#2.76_0,300.0,275.45,2.4
1740.0,156084437#2.76_0,300.0,275.45,0.0
1740.0,156084437#2.76_1,300.0,385.7,120000.0
1740.0,156084437#2.76_2,300.0,49.0,60000.0
1740.0,156084437#2.76_2,300.0,49.0,0.0
1740.0,-156084515#1.105_0,179.85,102.55,3.0
1740.0,-156084515#1.105_0,300.0,102.55,0.0
1740.0,-156084515#1.105_0,300.0,102.55,0.0
1740.0,-156084515#1.105_0,300.0,102.55,0.0
1800.0,156084447#2.35_0,300.0,394.45,2.1
1800.0,156084447#2.35_0,300.0,394.45,0.0
1800.0,156084447#2.35_1,300.0,501.55,210000.0
1800.0,156084447#2.35_2,300.0,56.0,30000.0
1800.0,156084447#2.35_2,300.0,56.0,0.0
1800.0,156084447#2.35_2,300.0,56.0,0.0
1800.0,537517150#2_0,300.0,1197.7,7.8
1800.0,537517150#2_1,300.0,914.55,4.2
1800.0,537517150#2_2,267.01,93.1,1.2
1800.0,537517150#2_2,300.0,93.1,0.0
1800.0,156084437#2.76_0,300.0,233.45,0.0
1800.0,156084437#2.76_0,300.0,233.45,0.0
1800.0,156084437#2.76_1,300.0,385.7,0.0
1800.0,156084437#2.76_2,300.0,49.0,0.0
1800.0,156084437#2.76_2,300.0,49.0,0.0
1800.0,-156084515#1.105_0,193.76,123.55,2.25
1800.0,-156084515#1.105_0,300.0,123.55,0.0
1800.0,-156084515#1.105_0,300.0,123.55,0.0
1800.0,-156084515#1.105_0,300.0,123.55,0.0
1860.0,156084447#2.35_0,300.0,352.45,0.0
1860.0,156084447#2.35_0,300.0,352.45,0.0
1860.0,156084447#2.35_1,300.0,501.55,0.0
1860.0,156084447#2.35_2,300.0,63.0,30000.0
1860.0,156084447#2.35_2,300.0,63.0,0.0
1860.0,156084447#2.35_2,300.0,63.0,0.0
1860.0,537517150#2_0,300.0,1176.7,0.0
1860.0,537517150#2_1,300.0,893.55,0.0
1860.0,537517150#2_2,155.7,51.1,0.0
1860.0,537517150#2_2,300.0,51.1,0.0
1860.0,156084437#2.76_0,300.0,212.45,0.9
1860.0,156084437#2.76_0,300.0,212.45,0.0
1860.0,156084437#2.76_1,300.0,399.7,60000.0
1860.0,156084437#2.76_2,300.0,56.0,30000.0
1860.0,156084437#2.76_2,300.0,56.0,0.0
1860.0,-156084515#1.105_0,70.05,39.55,0.0
1860.0,-156084515#1.105_0,300.0,39.55,0.0
1860.0,-156084515#1.105_0,300.0,39.55,0.0
1860.0,-156084515#1.105_0,300.0,39.55,0.0
1920.0,156084447#2.35_0,300.0,310.45,0.0
1920.0,156084447#2.35_0,300.0,310.45,0.0
1920.0,156084447#2.35_1,300.0,497.7,1.41
1920.0,156084447#2.35_2,41.9,9.45,0.0
1920.0,156084447#2.35_2,300.0,9.45,0.0
1920.0,156084447#2.35_2,300.0,9.45,0.0
1920.0,537517150#2_0,300.0,1155.7,0.0
1920.0,537517150#2_1,300.0,890.4,0.0
1920.0,537517150#2_2,300.0,44.8,0.0
1920.0,537517150#2_2,300.0,44.8,0.0
1920.0,156084437#2.76_0,300.0,219.45,2.1
1920.0,156084437#2.76_0,300.0,219.45,0.0
1920.0,156084437#2.76_1,300.0,395.85,1.41
1920.0,156084437#2.76_2,108.48,27.3,0.35
1920.0,156084437#2.76_2,300.0,27.3,0.0
1920.0,-156084515#1.105_0,19.2,0.0,0.0
1920.0,-156084515#1.105_0,30.0,0.0,0.0
1920.0,-156084515#1.105_0,30.0,0.0,0.0
1920.0,-156084515#1.105_0,30.0,0.0,0.0
