Case,Avg_Delay,Max_Queue,Avg_Saturation,Records
crowd_ad_ngabavoi,24.157006578947367,0.43894736842105264,592105.4204276316,304
crowd_ft_ngabavoi,24.1675,0.3592105263157895,197368.58871710525,304
crowd_in_ngabavoi,24.663914473684212,0.5436842105263158,394736.9996381579,304
