controller,queue_length_m,avg_wait_time_s,saturation_x,observed_wait_time_s
fixed_time_quang,8.09850543478261,10.247017929270973,0.2681316098707403,24.39877717391305
ai_rl,7.868996075222025,12.776542224099579,0.2541708034633829,25.366996976897685
