controller,tls_id,lane_id,cycle_index,cycle_length_seconds,queue_length_meters,control_delay_seconds,degree_of_saturation,q_h_pcu_per_hour,lane_green_ratio,lane_green_seconds,mixed_saturation_flow_pcu_per_hour,outflow_pcu_per_cycle,inflow_pcu_per_cycle,observed_avg_wait_seconds
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_0,1,118.0,2.4237288135593222,7.089613034623232e-05,0.16796457474423576,335.59322033898303,0.999,118.0,2000.0,11.0,12.0,3.788135593220339
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_1,1,118.0,2.2584745762711864,17.34657039711191,0.12857142857142856,122.03389830508475,0.4745762711864407,56.0,2000.0,4.0,5.0,7.296610169491525
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_2,1,118.0,5.783898305084746,17.929104477611936,0.19285714285714287,183.05084745762713,0.4745762711864407,56.0,2000.0,6.0,4.5,23.822033898305083
ai_rl,J0,156084447#6_0,1,135.0,3.8037037037037034,9.20454545454547e-05,0.26693360026693363,533.3333333333334,0.999,135.0,2000.0,20.0,18.0,8.77037037037037
ai_rl,J0,156084447#6_1,1,135.0,5.055555555555555,23.33796296296296,0.421875,400.0,0.4740740740740741,64.0,2000.0,15.0,8.5,10.385185185185184
ai_rl,J0,156084447#6_2,1,135.0,38.27777777777778,22.226631393298057,0.3375,320.0,0.4740740740740741,64.0,2000.0,12.0,15.0,139.23703703703703
ai_rl,J0,537517150#5_0,1,135.0,3.9,9.551886792452847e-05,0.29362696029362695,586.6666666666666,0.999,135.0,2000.0,22.0,24.0,3.888888888888889
ai_rl,J0,537517150#5_1,1,135.0,2.985185185185185,20.315091210613605,0.22153846153846155,213.33333333333334,0.48148148148148145,65.0,2000.0,8.0,10.5,13.577777777777778
ai_rl,J0,537517150#5_2,1,135.0,3.7074074074074077,19.44444444444445,0.13846153846153847,133.33333333333334,0.48148148148148145,65.0,2000.0,5.0,4.5,13.533333333333333
ai_rl,J0,156084437#5_0,1,135.0,4.814814814814815,0.00010125000000000017,0.333667000333667,666.6666666666666,0.999,135.0,2000.0,25.0,27.0,16.074074074074073
ai_rl,J0,156084437#5_1,1,135.0,5.2481481481481485,20.00396825396825,0.140625,133.33333333333334,0.4740740740740741,64.0,2000.0,5.0,6.0,18.622222222222224
ai_rl,J0,156084437#5_2,1,135.0,6.548148148148147,21.54273504273504,0.28125,266.6666666666667,0.4740740740740741,64.0,2000.0,10.0,10.5,22.096296296296295
ai_rl,J0,-156084515#1.87_0,1,135.0,22.244444444444444,9.73557692307694e-05,0.30697364030697366,613.3333333333334,0.999,135.0,2000.0,23.0,20.0,56.0
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_0,2,118.0,7.987288135593221,9.536986301369881e-05,0.38173766987326313,762.7118644067797,0.999,118.0,2000.0,25.0,23.5,15.627118644067796
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_1,2,118.0,2.5338983050847457,24.913301567509787,0.6749999999999999,640.6779661016949,0.4745762711864407,56.0,2000.0,21.0,21.5,3.23728813559322
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_2,2,118.0,2.754237288135593,19.93775933609958,0.38571428571428573,366.10169491525426,0.4745762711864407,56.0,2000.0,12.0,19.0,5.237288135593221
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_3,2,118.0,75.90677966101696,16.288135593220336,0.0,0.0,0.4745762711864407,56.0,2000.0,0.0,12.5,276.3135593220339
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,477913073#10_0,2,118.0,12.173728813559322,7.650549450549466e-05,0.22904260192395787,457.6271186440678,0.999,118.0,2000.0,15.0,18.0,41.96610169491525
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,477913073#10_1,2,118.0,9.47457627118644,21.990846681922193,0.5464285714285715,518.6440677966102,0.4745762711864407,56.0,2000.0,17.0,19.5,32.49152542372882
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,477913073#10_2,2,118.0,12.889830508474576,21.547085201793717,0.5142857142857142,488.135593220339,0.4745762711864407,56.0,2000.0,16.0,13.5,47.6271186440678
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1010526553#5_0,2,118.0,5.838983050847458,7.650549450549466e-05,0.22904260192395787,457.6271186440678,0.999,118.0,2000.0,15.0,15.0,9.110169491525424
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1010526553#5_1,2,118.0,12.063559322033898,19.572301425661912,0.35357142857142854,335.59322033898303,0.4745762711864407,56.0,2000.0,11.0,11.0,23.533898305084747
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,1010526553#5_2,2,118.0,4.8474576271186445,18.552123552123547,0.2571428571428571,244.0677966101695,0.4745762711864407,56.0,2000.0,8.0,9.0,19.11864406779661
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_0,2,118.0,4.9025423728813555,7.089613034623232e-05,0.16796457474423576,335.59322033898303,0.999,118.0,2000.0,11.0,13.5,16.406779661016948
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_1,2,118.0,6.5,16.288135593220336,0.0,0.0,0.4745762711864407,56.0,2000.0,0.0,0.0,100.5
ai_rl,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_2,2,118.0,0.05508474576271186,17.633027522935777,0.1607142857142857,152.54237288135593,0.4745762711864407,56.0,2000.0,5.0,2.5,0.4406779661016949
