controller,tls_id,lane_id,cycle_index,cycle_length_seconds,queue_length_meters,control_delay_seconds,degree_of_saturation,q_h_pcu_per_hour,lane_green_ratio,lane_green_seconds,mixed_saturation_flow_pcu_per_hour,outflow_pcu_per_cycle,inflow_pcu_per_cycle,observed_avg_wait_seconds
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_1,3,96.0,2.3020833333333335,17.47983870967742,0.48,450.0,0.46875,45.0,2000.0,12.0,13.0,6.197916666666667
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_2,3,96.0,1.9635416666666665,17.06692913385827,0.44,412.5,0.46875,45.0,2000.0,11.0,12.5,1.0833333333333333
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,1352445161#8.75_3,3,96.0,57.14583333333333,15.593525179856115,0.28,262.5,0.46875,45.0,2000.0,7.0,12.5,146.20833333333334
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,477913073#10_0,3,96.0,15.708333333333332,6.85714285714287e-05,0.3003003003003003,600.0,0.999,96.0,2000.0,16.0,21.0,39.916666666666664
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,477913073#10_1,3,96.0,10.96875,17.47983870967742,0.48,450.0,0.46875,45.0,2000.0,12.0,11.5,25.947916666666668
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,477913073#10_2,3,96.0,22.682291666666668,15.9375,0.32,300.0,0.46875,45.0,2000.0,8.0,7.5,65.45833333333333
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,1010526553#5_0,3,96.0,2.5729166666666665,5.907692307692319e-05,0.18768768768768768,375.0,0.999,96.0,2000.0,10.0,11.5,3.375
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,1010526553#5_1,3,96.0,9.614583333333334,16.296992481203006,0.36,337.5,0.46875,45.0,2000.0,9.0,6.5,23.385416666666668
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,1010526553#5_2,3,96.0,6.026041666666667,14.64527027027027,0.16,150.0,0.46875,45.0,2000.0,4.0,2.5,21.09375
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_0,3,96.0,1.6927083333333335,5.907692307692319e-05,0.18768768768768768,375.0,0.999,96.0,2000.0,10.0,10.0,2.78125
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_1,3,96.0,0.9479166666666667,13.805732484076433,0.04,37.5,0.46875,45.0,2000.0,1.0,4.0,0.9583333333333334
fixed_time_quang,cluster5599998268_5599998291_7928757444_9323588912,833772151#2_2,3,96.0,3.723958333333333,14.948275862068966,0.2,187.5,0.46875,45.0,2000.0,5.0,5.0,13.489583333333334
