Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent
1,-15292.9,6638195.75,1.63,99.2,49.8
2,-15887.53,7472270.5,1.54,94.0,49.9
3,-17591.44,9105774.75,1.56,100.0,50.0
4,-15763.46,7336651.25,1.63,100.0,50.1
5,-16145.9,7867392.125,1.63,100.0,50.0
6,-15042.11,6805131.375,1.55,100.0,50.0
7,-16608.92,8155625.375,1.57,99.1,50.1
8,-16372.69,7981410.125,1.54,100.0,50.0
9,-15915.15,7224033.25,1.64,100.0,50.1
10,-14647.73,6232441.375,1.63,100.0,50.0
11,-15826.09,7174555.375,1.65,99.5,50.2
12,-14740.24,6325769.875,1.54,99.8,50.3
13,-15471.68,6838096.75,1.53,96.5,50.3
14,-16757.78,7610439.125,1.54,100.0,50.3
15,-16366.42,7604687.625,1.63,100.0,50.3
16,-15964.39,7489755.5,1.53,100.0,50.4
17,-17332.59,8308497.5,1.64,100.0,50.5
18,-15452.74,6648542.0,1.63,100.0,50.5
19,-15611.33,6860916.375,1.62,100.0,50.9
20,-17883.4,8378027.875,1.66,99.8,50.9
21,-15543.24,6825260.125,1.6,100.0,51.3
22,-15569.58,7048783.5,1.56,100.0,51.6
23,-15869.76,7394142.625,1.59,100.0,51.9
24,-15947.5,8115296.25,1.59,100.0,52.0
25,-16445.92,7952904.375,1.76,100.0,51.9
26,-15633.55,7168878.125,1.62,99.9,51.9
27,-16260.63,7760550.875,1.64,100.0,52.1
28,-16119.7,7390967.5,1.67,100.0,52.2
29,-14910.3,6541180.875,1.72,100.0,52.1
30,-13807.75,5760388.125,1.65,100.0,52.1
31,-15609.7,6955566.75,1.67,99.9,52.2
32,-15161.59,5769565.125,1.64,100.0,52.5
33,-14025.54,5787098.0,1.6,100.0,52.5
34,-16369.25,7085237.625,1.58,100.0,52.5
35,-15230.75,7060228.0,1.61,100.0,52.6
36,-13506.5,5488874.25,1.59,100.0,52.4
37,-17086.11,9500590.25,1.72,100.0,52.5
38,-16052.17,7646537.125,1.67,100.0,52.5
39,-15996.35,7373475.0,1.61,100.0,52.6
40,-16878.5,8115443.625,1.65,100.0,52.6
41,-16403.1,8470795.25,1.62,98.3,52.6
42,-15737.41,6808170.125,1.67,100.0,52.6
43,-15359.52,7228703.0,1.57,100.0,52.7
44,-16024.57,7521069.625,1.65,100.0,52.8
45,-14699.44,6316058.125,1.64,100.0,52.8
46,-15331.32,7124495.125,1.66,100.0,52.8
47,-15107.95,6747529.125,1.66,100.0,52.9
48,-15429.15,7037386.125,1.57,100.0,52.9
49,-16165.94,7502127.625,1.64,100.0,53.0
50,-15498.76,7346098.125,1.59,100.0,53.0
51,-19269.47,11500645.25,1.65,100.0,53.2
52,-17577.98,9621900.5,1.59,100.0,53.0
53,-15330.87,7100245.0,1.62,100.0,53.0
54,-14805.71,6320338.25,1.58,100.0,53.0
55,-18317.55,8681660.25,1.63,100.0,53.0
56,-15004.43,6608696.75,1.64,100.0,53.1
57,-15582.24,7245930.875,1.71,100.0,53.1
58,-16896.26,8606529.0,1.59,100.0,53.2
59,-16323.52,7563956.75,1.7,100.0,53.1
60,-14368.97,6242362.625,1.63,100.0,53.2
61,-15609.3,7342214.125,1.64,100.0,52.8
62,-15877.86,7495978.25,1.68,98.7,53.0
63,-17435.87,9226232.5,1.64,100.0,53.1
