scenario,node,fixed_delay,rl_delay,fixed_queue,rl_queue,fixed_saturation,rl_saturation
normal_2intersection,J1,112.83746189420873,45.85412174118452,1.383395640687509,0.7200131411394797,0.25311682965945115,0.1689825443905001
normal_2intersection,J3,117.1337983933362,44.45300550758839,1.3420713381333784,0.7087277912896527,0.2299308861309493,0.16389390915509097
crowded_2intersection,J1,154.40035135904947,89.84886181081524,1.1551241997877757,1.187309714617165,0.22482651349467536,0.21501112809646447
crowded_2intersection,J3,142.40881642659505,79.12749319586135,1.2238390882809957,1.2135965836639622,0.22255750513325134,0.2365512291097459
