Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Avg_Queue_m,Avg_Inflow_PCU,Avg_Outflow_PCU,Total_Records
FEW_AD_NGA5,37.71216666666667,0.10266666666666667,0.317,0.03833333333333333,60.72816666666667,60.727999999999994,60
FEW_FT_NGA5,37.93555555555556,0.13577777777777778,0.3782222222222223,0.0,80.486,75.39399999999999,45
FEW_IN_NGA5,38.1385,0.12050000000000001,0.40916666666666673,0.27516666666666667,62.182833333333335,62.00083333333334,60
NOR_AD_NGA5,46.57933333333334,0.44283333333333336,1.7526666666666664,2.6710000000000003,237.45533333333333,239.09033333333335,60
NOR_FT_NGA5,48.03133333333333,0.5262222222222221,2.0280000000000005,4.2028888888888885,309.09133333333335,279.5155555555556,45
NOR_IN_NGA5,51.25,0.46766666666666673,2.1253333333333333,3.5669999999999997,237.27349999999998,238.54516666666666,60
CROWD_IN_NGA5,79.74711111111112,1.1486666666666667,5.109333333333334,18.046444444444447,711.2728888888889,649.2126666666667,45
CROWD_FT_NGA5,86.6228888888889,1.1893333333333334,4.2908888888888885,23.03577777777778,708.1211111111112,645.8182222222222,45
CROWD_AD_NGA5,88.51155555555556,1.2024444444444444,4.457555555555555,24.261111111111113,710.7873333333333,651.3935555555555,45
