Time,Lane,Delay_s,Saturation,Queue_m,Inflow_PCU_h,Outflow_PCU_h,Avg_Queue
165,E1_0,191.86,0.28,0.0,1036.36,894.55,4.07
165,E1_0,82.5,0.0,0.0,0.0,0.0,0.0
165,E1_1,63.19,0.97,14.85,632.73,545.45,3.16
165,E1_1,82.5,0.0,0.0,0.0,0.0,0.0
165,E1_2,42.45,0.55,0.0,360.0,141.82,2.89
165,E1_2,82.5,0.0,0.0,0.0,0.0,0.0
165,E2_0,166.33,0.25,0.0,916.36,861.82,6.07
165,E2_0,82.5,0.0,0.0,0.0,0.0,0.0
165,E2_1,56.02,0.81,11.1,523.64,392.73,4.27
165,E2_1,82.5,0.0,0.0,0.0,0.0,0.0
165,E2_2,38.17,0.3,0.0,196.36,130.91,3.72
165,E2_2,82.5,0.0,0.0,0.0,0.0,0.0
165,-E3_0,294.64,0.36,0.0,1309.09,1025.45,11.77
165,-E3_0,82.5,0.0,0.0,0.0,0.0,0.0
165,-E3_1,213.25,2.36,87.48,883.64,632.73,11.94
165,-E3_1,82.5,0.0,0.0,0.0,0.0,0.0
165,-E3_2,95.41,1.11,21.89,414.55,196.36,12.08
165,-E3_2,82.5,0.0,0.0,0.0,0.0,0.0
165,-E4_0,219.41,0.31,0.0,1134.55,905.45,6.65
165,-E4_0,82.5,0.0,0.0,0.0,0.0,0.0
165,-E4_1,28.36,0.74,5.43,774.55,523.64,5.5
165,-E4_1,82.5,0.0,0.0,0.0,0.0,0.0
165,-E4_2,19.69,0.43,0.0,447.27,43.64,5.96
165,-E4_2,82.5,0.0,0.0,0.0,0.0,0.0
165,E0_0,164.34,0.25,0.0,905.45,741.82,2.63
165,E0_0,82.5,0.0,0.0,0.0,0.0,0.0
165,E0_1,62.85,0.92,16.3,600.0,436.36,3.22
165,E0_1,82.5,0.0,0.0,0.0,0.0,0.0
165,E0_2,40.92,0.47,0.0,305.45,109.09,4.09
165,E0_2,82.5,0.0,0.0,0.0,0.0,0.0
330,E1_0,212.63,0.31,0.0,1112.73,1014.55,9.33
330,E1_0,82.5,0.0,0.0,0.0,0.0,0.0
330,E1_1,82.01,1.14,33.17,741.82,643.64,8.78
330,E1_1,82.5,0.0,0.0,0.0,0.0,0.0
330,E1_2,42.45,0.55,0.0,360.0,425.45,15.85
330,E1_2,82.5,0.0,0.0,0.0,0.0,0.0
330,E2_0,189.22,0.28,0.0,1025.45,960.0,10.33
330,E2_0,82.5,0.0,0.0,0.0,0.0,0.0
330,E2_1,65.01,1.01,15.05,643.64,741.82,9.53
330,E2_1,82.5,0.0,0.0,0.0,0.0,0.0
330,E2_2,44.59,0.63,0.0,403.64,338.18,12.58
330,E2_2,82.5,0.0,0.0,0.0,0.0,0.0
330,-E3_0,172.59,0.26,0.0,949.09,1101.82,10.74
330,-E3_0,82.5,0.0,0.0,0.0,0.0,0.0
330,-E3_1,65.27,1.04,19.95,730.91,883.64,12.72
330,-E3_1,82.5,0.0,0.0,0.0,0.0,0.0
330,-E3_2,41.0,0.63,0.0,447.27,425.45,12.48
330,-E3_2,82.5,0.0,0.0,0.0,0.0,0.0
330,-E4_0,247.01,0.33,0.0,1210.91,1036.36,14.45
330,-E4_0,82.5,0.0,0.0,0.0,0.0,0.0
330,-E4_1,89.88,1.19,40.03,763.64,676.36,9.9
330,-E4_1,82.5,0.0,0.0,0.0,0.0,0.0
330,-E4_2,42.94,0.55,0.0,349.09,403.64,11.78
330,-E4_2,82.5,0.0,0.0,0.0,0.0,0.0
330,E0_0,226.65,0.32,0.0,1156.36,1101.82,8.39
330,E0_0,82.5,0.0,0.0,0.0,0.0,0.0
330,E0_1,85.3,1.28,30.76,829.09,818.18,9.56
330,E0_1,82.5,0.0,0.0,0.0,0.0,0.0
330,E0_2,44.7,0.65,0.34,425.45,403.64,11.7
330,E0_2,82.5,0.0,0.0,0.0,0.0,0.0
495,E1_0,151.65,0.23,0.0,829.09,916.36,11.81
495,E1_0,82.5,0.0,0.0,0.0,0.0,0.0
495,E1_1,54.29,0.79,10.14,523.64,600.0,10.61
495,E1_1,82.5,0.0,0.0,0.0,0.0,0.0
495,E1_2,38.23,0.35,0.0,229.09,305.45,14.38
495,E1_2,82.5,0.0,0.0,0.0,0.0,0.0
495,E2_0,179.35,0.27,0.0,981.82,1058.18,7.37
495,E2_0,82.5,0.0,0.0,0.0,0.0,0.0
495,E2_1,86.53,1.17,37.68,763.64,796.36,9.28
495,E2_1,82.5,0.0,0.0,0.0,0.0,0.0
495,E2_2,45.99,0.67,1.62,436.36,469.09,14.26
495,E2_2,82.5,0.0,0.0,0.0,0.0,0.0
495,-E3_0,186.65,0.28,0.0,1014.55,1090.91,6.91
495,-E3_0,82.5,0.0,0.0,0.0,0.0,0.0
495,-E3_1,63.27,1.02,17.77,720.0,709.09,8.28
495,-E3_1,82.5,0.0,0.0,0.0,0.0,0.0
495,-E3_2,38.26,0.49,0.0,349.09,458.18,9.93
495,-E3_2,82.5,0.0,0.0,0.0,0.0,0.0
495,-E4_0,300.0,0.36,0.0,1320.0,1320.0,14.73
495,-E4_0,82.5,0.0,0.0,0.0,0.0,0.0
495,-E4_1,79.14,1.22,25.13,796.36,840.0,14.13
495,-E4_1,82.5,0.0,0.0,0.0,0.0,0.0
495,-E4_2,43.43,0.6,0.0,392.73,381.82,12.24
495,-E4_2,82.5,0.0,0.0,0.0,0.0,0.0
495,E0_0,230.45,0.32,0.0,1167.27,1123.64,11.28
495,E0_0,82.5,0.0,0.0,0.0,0.0,0.0
495,E0_1,84.26,1.16,35.43,752.73,709.09,9.57
495,E0_1,82.5,0.0,0.0,0.0,0.0,0.0
495,E0_2,42.14,0.54,0.0,349.09,338.18,12.16
495,E0_2,82.5,0.0,0.0,0.0,0.0,0.0
