Time,Lane,Delay_s,Saturation,Queue_m,Inflow_PCU_h,Outflow_PCU_h,Avg_Queue
165,E1_0,0.0,0.57,0.0,1036.36,1036.36,2.39
165,E1_1,172.82,2.0,55.87,698.18,654.55,1.79
165,E1_2,103.89,1.11,23.38,360.0,229.09,2.07
165,E2_0,0.0,0.5,0.0,916.36,774.55,5.28
165,E2_1,116.0,1.49,30.32,534.55,469.09,3.44
165,E2_2,63.72,0.67,1.81,240.0,185.45,3.1
165,-E3_0,0.84,0.72,3.18,1309.09,927.27,4.38
165,-E3_1,194.15,2.0,54.92,905.45,545.45,4.54
165,-E3_2,110.72,1.43,23.83,458.18,120.0,4.66
165,-E4_0,0.0,0.62,0.0,1134.55,970.91,1.71
165,-E4_1,181.18,2.0,54.92,785.45,501.82,1.82
165,-E4_2,90.38,1.23,12.58,392.73,87.27,2.2
165,E0_0,0.0,0.5,0.0,905.45,818.18,1.4
165,E0_1,163.21,1.95,51.95,621.82,523.64,1.55
165,E0_2,106.78,1.13,24.56,360.0,229.09,1.25
330,E1_0,0.0,0.62,0.0,1134.55,970.91,1.59
330,E1_1,169.43,2.0,55.87,654.55,589.09,1.92
330,E1_2,103.89,1.11,23.38,360.0,370.91,8.3
330,E2_0,0.0,0.58,0.0,1058.18,1090.91,4.53
330,E2_1,170.58,2.0,61.55,720.0,698.18,4.37
330,E2_2,99.44,1.1,23.57,392.73,316.36,5.98
330,-E3_0,0.0,0.52,0.0,949.09,1014.55,5.14
330,-E3_1,171.95,2.0,55.87,687.27,807.27,6.65
330,-E3_2,101.45,1.34,19.13,436.36,360.0,6.42
330,-E4_0,0.2,0.67,0.76,1210.91,1036.36,5.67
330,-E4_1,177.18,2.0,54.92,741.82,709.09,5.06
330,-E4_2,94.4,1.02,17.34,327.27,392.73,6.22
330,E0_0,0.0,0.64,0.0,1156.36,1069.09,3.32
330,E0_1,184.02,2.0,56.82,829.09,785.45,3.94
330,E0_2,108.99,1.16,26.92,381.82,370.91,5.36
495,E1_0,0.0,0.44,0.0,807.27,905.45,6.58
495,E1_1,141.9,1.74,40.7,556.36,610.91,5.07
495,E1_2,68.21,0.68,3.01,218.18,316.36,7.43
495,E2_0,0.0,0.52,0.0,949.09,1058.18,1.39
495,E2_1,174.92,2.0,60.61,763.64,774.55,5.06
495,E2_2,101.92,1.11,24.64,392.73,425.45,6.71
495,-E3_0,0.0,0.56,0.0,1014.55,1080.0,3.42
495,-E3_1,173.49,2.0,54.92,698.18,654.55,5.25
495,-E3_2,94.4,1.02,17.34,327.27,425.45,5.74
495,-E4_0,0.91,0.73,3.44,1320.0,1254.55,8.02
495,-E4_1,175.54,2.0,55.87,730.91,741.82,6.4
495,-E4_2,99.87,1.07,21.0,349.09,370.91,7.01
495,E0_0,0.0,0.64,0.0,1167.27,1080.0,5.78
495,E0_1,171.29,2.0,56.82,687.27,654.55,5.2
495,E0_2,95.35,0.92,19.95,305.45,305.45,5.48
