Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Max_Queue_m,Avg_Inflow_PCU,Avg_Outflow_PCU,Total_Records
IN_NGA5.CSV,88.82716666666667,0.26999999999999996,4.872083333333333,1.4853333333333334,268.90916666666664,270.27233333333334,120
AD_NGA5.CSV,89.2015,0.276,4.902333333333333,2.8632500000000003,270.81825,270.4545,120
FT_NGA5.CSV,96.49199999999999,0.33055555555555555,4.700888888888889,4.712444444444444,357.93944444444446,329.6968888888889,90
