Scenario,Avg_Delay_s,Avg_Saturation,Avg_Queue_Veh,Avg_Queue_m,Avg_Inflow_PCU,Avg_Outflow_PCU,Total_Records
FEW_IN_TEST_NGA5,0.25666666666666665,0.546,98.58333333333333,61.63866666666666,71.7898888888889,0.5152222222222222,90
