Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent,GPU_VRAM_MB
1,-459.26463091373444,75.54967498779297,5.84,56.3,59.3,0.0
2,-412.85228431224823,65.80025482177734,7.04,89.9,59.4,0.0
3,-384.39707946777344,60.67045211791992,6.66,84.1,59.4,0.0
4,-358.83190178871155,47.95429229736328,7.06,86.7,59.4,0.0
5,-350.8087513446808,32.897823333740234,9.32,88.8,59.5,0.0
6,-391.1664400100708,23.39384651184082,6.94,83.3,59.5,0.0
7,-403.0614447593689,14.518444061279297,6.06,81.3,59.5,0.0
8,-375.2069685459137,29.95737648010254,6.87,87.8,59.6,0.0
9,-368.9574866294861,29.443784713745117,7.06,86.8,59.6,0.0
10,-435.7210102081299,16.51304817199707,7.72,91.1,59.7,0.0
11,-424.90208673477173,16.15826988220215,9.38,86.9,59.6,0.0
12,-346.8480798006058,12.118354797363281,9.99,90.0,59.6,0.0
13,-427.8675651550293,18.614673614501953,6.56,83.8,59.6,0.0
14,-340.9831486940384,10.356184005737305,7.01,84.2,59.6,0.0
15,-408.30787992477417,12.858888626098633,7.36,84.2,59.6,0.0
16,-382.63009762763977,14.119156837463379,6.49,84.5,59.6,0.0
17,-388.68756198883057,13.441753387451172,6.55,82.6,59.7,0.0
18,-356.44707477092743,8.539420127868652,6.52,84.7,59.7,0.0
19,-335.61073064804077,7.716131210327148,7.52,90.6,60.2,0.0
20,-361.96708703041077,9.280689239501953,10.0,96.5,60.2,0.0
21,-389.51763105392456,10.016924858093262,9.3,98.8,60.2,0.0
22,-414.93602180480957,9.173426628112793,8.54,97.0,60.3,0.0
23,-383.0372290611267,9.151860237121582,11.66,97.3,60.3,0.0
24,-399.63154339790344,11.331053733825684,14.5,98.1,60.3,0.0
25,-393.3062114715576,10.88520336151123,10.85,96.2,60.4,0.0
26,-399.6759753227234,10.841155052185059,11.44,97.1,60.8,0.0
27,-403.398722410202,8.544520378112793,14.34,99.0,60.4,0.0
28,-409.8550260066986,10.50625991821289,11.63,95.3,60.4,0.0
29,-411.0285893678665,8.433561325073242,10.31,96.7,60.3,0.0
30,-408.00859022140503,7.488785266876221,12.57,95.6,61.0,0.0
31,-431.5212278366089,9.049488067626953,16.49,99.4,60.9,0.0
32,-401.6407427787781,11.988216400146484,16.01,98.5,60.9,0.0
33,-340.6212440729141,9.17174243927002,12.85,99.8,61.1,0.0
34,-412.13201212882996,19.02635383605957,16.46,99.9,61.9,0.0
35,-402.54653120040894,13.144025802612305,15.19,99.4,61.1,0.0
36,-349.5730369091034,8.63170051574707,12.69,98.8,61.1,0.0
37,-367.492005109787,7.272477626800537,12.83,99.3,61.3,0.0
38,-366.8731880187988,9.010697364807129,13.56,99.8,61.2,0.0
39,-387.50463902950287,10.732142448425293,14.6,99.9,61.0,0.0
40,-383.4029930830002,7.892606735229492,14.74,99.2,61.3,0.0
41,-320.05820536613464,8.673077583312988,15.08,99.6,61.6,0.0
42,-376.36133909225464,15.000048637390137,17.71,99.6,61.3,0.0
43,-353.7538969516754,10.183408737182617,13.25,99.6,61.4,0.0
44,-343.81488943099976,13.153247833251953,14.22,99.5,61.5,0.0
45,-333.3450165987015,10.554365158081055,16.54,100.0,62.2,0.0
46,-393.6462252140045,11.60327434539795,15.05,100.0,62.0,0.0
47,-340.31875491142273,7.334409713745117,17.98,99.6,62.2,0.0
48,-385.99331855773926,13.392071723937988,14.56,99.3,62.0,0.0
49,-292.8398780822754,6.857128620147705,13.52,99.8,62.1,0.0
50,-373.4244339466095,11.625328063964844,14.08,98.8,62.1,0.0
51,-323.4345426559448,8.117951393127441,14.34,99.2,62.0,0.0
52,-360.6382188796997,7.319674015045166,13.82,98.6,62.0,0.0
53,-308.4750602245331,10.638028144836426,11.34,98.6,62.1,0.0
54,-274.81052792072296,9.123404502868652,11.84,97.5,62.4,0.0
55,-362.6419928073883,15.61987590789795,10.42,97.8,62.2,0.0
56,-353.88413858413696,8.82441234588623,14.77,99.3,62.4,0.0
57,-365.34719479084015,9.574419975280762,14.42,99.9,62.2,0.0
58,-281.1975828409195,26.490333557128906,12.19,98.9,62.3,0.0
59,-369.60712909698486,9.295149803161621,12.15,99.7,62.4,0.0
60,-364.6153972148895,11.598323822021484,14.29,99.5,62.3,0.0
61,-282.57958149909973,6.0248918533325195,14.01,98.9,62.6,0.0
62,-331.7287948131561,15.364344596862793,14.46,99.0,62.7,0.0
63,-330.303746342659,8.685842514038086,13.53,98.6,62.7,0.0
64,-320.7779076099396,10.510536193847656,12.05,95.1,62.7,0.0
65,-301.1267887353897,12.48061752319336,12.47,99.6,62.4,0.0
66,-310.79226422309875,8.744400024414062,13.4,99.3,62.6,0.0
67,-323.4035077095032,9.136871337890625,11.91,98.0,62.4,0.0
68,-322.55294132232666,10.84703540802002,14.59,100.0,62.3,0.0
69,-318.8200458288193,10.272682189941406,14.18,98.9,63.0,0.0
70,-273.5087825059891,8.110054969787598,15.28,99.9,62.8,0.0
71,-318.35893154144287,8.157478332519531,12.62,98.5,62.7,0.0
72,-278.43047535419464,6.3067946434021,13.82,100.0,62.6,0.0
73,-288.8092566728592,4.927074432373047,13.83,99.8,62.7,0.0
74,-285.67432284355164,5.771094799041748,14.95,99.1,62.8,0.0
75,-277.8949751853943,5.539886951446533,14.21,98.2,63.1,0.0
76,-303.61136281490326,6.187399864196777,10.04,98.8,62.9,0.0
77,-323.7283570766449,8.266999244689941,11.29,99.9,63.0,0.0
78,-294.8611869812012,8.165362358093262,12.2,98.1,62.6,0.0
79,-296.41708040237427,5.472820281982422,14.15,99.1,62.7,0.0
80,-310.0150706768036,7.585237503051758,11.69,97.8,62.8,0.0
81,-287.5376238822937,4.836456775665283,13.15,99.5,62.7,0.0
82,-274.47082138061523,4.0787034034729,11.18,99.8,62.7,0.0
83,-285.02531242370605,4.693382740020752,14.85,98.9,62.7,0.0
84,-291.65963423252106,5.040071487426758,12.11,98.8,62.9,0.0
