Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent,GPU_VRAM_MB
1,-283.11151468753815,45.53028869628906,7.3,77.9,59.4,0.0
2,-226.54576432704926,34.13349914550781,4.89,80.1,59.4,0.0
3,-272.15073013305664,37.5797119140625,5.28,82.6,59.4,0.0
4,-309.639445066452,36.4174919128418,4.98,88.1,59.4,0.0
5,-336.79943549633026,27.73352813720703,8.43,90.6,59.5,0.0
6,-261.13445949554443,7.39372444152832,6.04,86.4,59.3,0.0
7,-378.93311393260956,11.700932502746582,5.41,82.6,59.5,0.0
8,-309.96169090270996,31.344724655151367,5.54,86.3,59.6,0.0
9,-265.75505113601685,37.97650146484375,5.78,84.7,59.6,0.0
10,-284.7335157394409,22.42085838317871,4.78,85.1,59.6,0.0
11,-251.67207098007202,10.174603462219238,6.63,91.1,59.7,0.0
12,-312.52779150009155,12.062607765197754,4.74,78.8,59.9,0.0
13,-309.1526982784271,14.22935962677002,5.34,87.7,59.6,0.0
14,-297.7862197160721,11.27885627746582,8.86,94.6,59.6,0.0
15,-268.38915860652924,11.4822359085083,5.48,82.7,59.6,0.0
16,-326.40889072418213,12.803327560424805,4.47,85.7,59.7,0.0
17,-318.48405051231384,10.908581733703613,6.09,85.9,59.6,0.0
18,-243.89294052124023,10.843605995178223,5.14,83.5,59.5,0.0
19,-265.574716091156,8.479039192199707,5.66,82.6,59.6,0.0
20,-260.4207845926285,7.397022247314453,5.48,87.8,59.7,0.0
21,-282.143292427063,10.034111022949219,5.06,79.1,59.7,0.0
22,-271.913067817688,10.319672584533691,5.49,86.3,60.0,0.0
23,-277.180007815361,7.3070759773254395,9.14,93.7,60.2,0.0
24,-363.5176250934601,16.08620834350586,8.5,98.4,60.2,0.0
25,-272.53195571899414,9.542659759521484,7.73,96.8,60.2,0.0
26,-307.981547832489,8.271476745605469,7.34,97.8,60.3,0.0
27,-271.3538763523102,11.337423324584961,10.45,97.5,60.3,0.0
28,-315.86798620224,6.653828144073486,9.41,97.0,60.3,0.0
29,-253.54846835136414,7.787540435791016,7.38,98.1,60.3,0.0
30,-298.6039469242096,13.811382293701172,11.8,97.7,60.5,0.0
31,-225.50359058380127,6.861821174621582,8.29,96.2,61.0,0.0
32,-276.57128834724426,12.090667724609375,8.25,98.4,60.4,0.0
33,-240.30739724636078,6.862969398498535,6.76,94.7,60.4,0.0
34,-298.0745253562927,14.253778457641602,9.79,98.1,60.4,0.0
35,-304.04216265678406,11.957184791564941,9.92,96.7,60.6,0.0
36,-281.6673128604889,11.075299263000488,6.98,93.5,60.8,0.0
37,-288.2211003303528,8.163555145263672,10.89,98.6,61.0,0.0
38,-247.5563770532608,5.958895206451416,12.76,99.7,61.0,0.0
39,-289.3310157060623,13.561663627624512,13.67,98.3,61.2,0.0
40,-243.8748152256012,7.522109031677246,12.51,99.8,60.9,0.0
41,-253.4588737487793,5.80724573135376,13.33,99.9,61.7,0.0
42,-323.4146122932434,6.5941314697265625,12.84,99.7,61.1,0.0
43,-357.33443903923035,10.457242012023926,12.41,99.5,61.2,0.0
44,-285.69034814834595,23.00065803527832,12.84,98.8,61.1,0.0
45,-261.22114610671997,18.15850257873535,11.02,99.2,61.1,0.0
46,-345.3248372077942,9.408098220825195,12.21,99.8,61.3,0.0
47,-275.22522592544556,6.858253479003906,12.64,99.9,61.1,0.0
48,-320.25671911239624,9.798115730285645,11.96,99.0,61.2,0.0
49,-328.4910891056061,8.631986618041992,9.62,99.9,61.2,0.0
50,-300.88559198379517,11.645697593688965,14.7,99.6,61.8,0.0
51,-255.17019081115723,13.95958423614502,11.44,99.4,61.4,0.0
52,-253.7262521982193,5.214280605316162,11.45,99.6,61.3,0.0
53,-293.7969489097595,12.951554298400879,11.53,99.4,61.1,0.0
54,-264.95507192611694,7.728921890258789,14.22,100.0,61.8,0.0
55,-280.66276025772095,6.303454399108887,15.32,100.0,62.1,0.0
56,-317.4651005268097,6.9377827644348145,10.2,99.5,61.8,0.0
57,-291.18302631378174,6.091671466827393,14.0,99.8,62.1,0.0
58,-312.43898487091064,6.423924922943115,13.15,99.2,62.0,0.0
59,-254.49421954154968,8.073957443237305,10.25,99.8,62.2,0.0
60,-290.76295709609985,9.473519325256348,7.6,97.9,62.0,0.0
61,-275.321053981781,6.217639923095703,13.21,99.8,61.7,0.0
62,-289.66831398010254,6.2597832679748535,12.57,99.1,62.1,0.0
63,-234.9497151374817,5.625136852264404,12.6,98.5,62.1,0.0
64,-272.3240239620209,6.995497703552246,9.73,98.4,62.0,0.0
65,-268.80195116996765,4.725143909454346,9.17,98.3,62.3,0.0
66,-271.82393312454224,5.991665363311768,11.87,98.1,62.2,0.0
67,-271.0841603279114,7.134059906005859,10.23,98.0,62.2,0.0
68,-309.22075390815735,7.156365871429443,12.44,99.9,62.9,0.0
69,-296.30624198913574,9.073263168334961,12.13,99.8,62.2,0.0
70,-311.6868705749512,7.227283954620361,11.69,98.7,62.1,0.0
71,-273.1087543964386,7.495176315307617,10.97,99.8,62.4,0.0
72,-296.4728260040283,5.021209716796875,12.18,99.4,62.4,0.0
73,-321.43823170661926,7.049178600311279,12.32,98.8,62.6,0.0
74,-333.2081651687622,7.786524772644043,9.89,98.6,62.7,0.0
75,-229.14806747436523,20.535736083984375,12.18,100.0,62.9,0.0
76,-257.0304288864136,5.444361686706543,13.29,98.5,62.9,0.0
77,-227.51525974273682,4.864468097686768,11.8,94.6,62.5,0.0
78,-233.94251775741577,8.606706619262695,8.6,99.7,62.4,0.0
79,-255.6989986896515,4.140626430511475,12.6,99.4,62.4,0.0
80,-286.1743130683899,4.677102088928223,11.07,97.8,62.4,0.0
81,-255.00432872772217,11.282525062561035,12.62,100.0,62.2,0.0
82,-260.96214628219604,4.923328399658203,11.99,98.8,62.7,0.0
83,-269.90268421173096,5.520300388336182,12.55,99.9,62.3,0.0
84,-284.33985805511475,5.24483060836792,13.3,99.4,63.7,0.0
85,-279.955442905426,4.33393669128418,12.35,99.0,62.8,0.0
86,-212.86354303359985,4.826758861541748,11.62,99.7,62.6,0.0
87,-281.4156856536865,18.881162643432617,9.13,99.1,62.7,0.0
88,-256.4681224822998,6.47724723815918,12.82,99.6,62.8,0.0
89,-251.73708415031433,5.385241508483887,11.65,97.8,62.8,0.0
90,-241.41467475891113,3.1920201778411865,12.57,99.4,63.1,0.0
91,-291.83176040649414,8.45125675201416,11.77,99.5,62.9,0.0
92,-283.0480947494507,6.217996597290039,11.63,98.0,62.6,0.0
93,-266.77595829963684,8.160719871520996,12.1,98.9,62.9,0.0
94,-257.7602515220642,6.701310157775879,11.93,98.2,62.7,0.0
95,-289.54691195487976,8.058382987976074,9.03,99.2,62.9,0.0
96,-276.5301322937012,6.640273094177246,11.48,99.5,62.8,0.0
97,-306.55026292800903,5.925238609313965,8.44,99.3,62.7,0.0
98,-258.52333974838257,10.563020706176758,13.05,99.1,62.8,0.0
99,-249.54304027557373,6.8872599601745605,9.48,98.4,62.6,0.0
100,-276.88051557540894,8.881717681884766,9.49,99.2,62.7,0.0
101,-255.95946073532104,4.173141002655029,7.89,98.9,62.7,0.0
102,-279.91201734542847,4.26439905166626,12.14,98.5,62.9,0.0
103,-227.1933093070984,10.882861137390137,11.1,97.7,63.1,0.0
104,-225.6620044708252,3.5702576637268066,12.71,99.6,63.1,0.0
105,-239.30025672912598,4.914923667907715,8.3,96.6,63.2,0.0
106,-240.1031436920166,4.311583518981934,10.64,99.6,63.3,0.0
107,-240.42491579055786,4.310654640197754,8.49,97.6,63.3,0.0
108,-230.66183042526245,2.6783316135406494,12.36,98.7,63.6,0.0
109,-235.06507205963135,3.0585756301879883,12.12,96.3,63.7,0.0
110,-219.6129126548767,5.317051887512207,11.49,98.1,63.7,0.0
111,-243.83790588378906,4.127683639526367,459.74,51.0,65.5,0.0
