Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent,GPU_VRAM_MB
62,-554.0184245109558,14.121598243713379,14.11,99.5,62.1,0.0
63,-565.5826959609985,16.821609497070312,11.4,96.6,62.2,0.0
64,-496.8206181526184,12.020755767822266,10.18,97.7,62.1,0.0
65,-567.1451845169067,17.248319625854492,14.03,99.9,62.8,0.0
66,-495.4487624168396,11.590463638305664,12.94,99.8,62.2,0.0
67,-517.376079082489,12.98662281036377,12.1,98.7,62.0,0.0
68,-518.4802718162537,11.053434371948242,10.67,99.8,62.4,0.0
69,-552.0368142127991,15.622956275939941,12.4,99.4,62.3,0.0
70,-570.3563199043274,10.567913055419922,11.74,98.8,62.6,0.0
71,-570.5310406684875,13.203130722045898,8.78,98.5,62.7,0.0
72,-568.7409172058105,13.568097114562988,13.37,100.0,62.8,0.0
73,-543.9785799980164,18.970703125,12.35,98.4,62.6,0.0
74,-568.4645390510559,17.60329246520996,8.66,93.8,62.4,0.0
75,-519.1962027549744,16.06805992126465,10.89,99.8,62.4,0.0
76,-499.86089420318604,13.721384048461914,12.69,99.3,62.8,0.0
77,-608.083881855011,20.168127059936523,11.03,97.9,62.4,0.0
78,-529.5830683708191,12.331144332885742,13.51,100.0,62.2,0.0
79,-479.87607049942017,10.636429786682129,11.37,98.7,62.8,0.0
80,-498.67341232299805,13.184372901916504,12.1,99.9,62.3,0.0
81,-499.83821153640747,11.502713203430176,14.89,99.5,63.6,0.0
82,-492.6012854576111,10.732383728027344,13.0,99.1,62.7,0.0
83,-469.50943326950073,9.855253219604492,11.48,99.7,62.6,0.0
84,-511.2621464729309,16.83329200744629,9.41,99.1,62.7,0.0
85,-527.732186794281,14.159944534301758,12.28,99.6,62.8,0.0
86,-531.7107214927673,20.120285034179688,11.88,97.9,62.8,0.0
87,-575.8985419273376,11.500222206115723,12.14,99.4,63.2,0.0
88,-569.1312584877014,13.608960151672363,11.87,99.5,62.9,0.0
89,-493.64133977890015,9.775130271911621,12.06,98.1,62.6,0.0
90,-546.4673533439636,15.1722993850708,13.1,99.0,62.7,0.0
91,-526.6780228614807,13.104300498962402,11.42,98.1,62.7,0.0
92,-453.23457527160645,9.556780815124512,12.92,99.1,63.0,0.0
93,-494.605833530426,12.883369445800781,11.02,99.8,62.7,0.0
94,-470.6970372200012,14.073232650756836,12.46,98.7,62.7,0.0
95,-452.793336391449,7.6320881843566895,9.19,99.0,62.8,0.0
96,-452.793336391449,6.589280128479004,12.74,99.0,62.9,0.0
97,-485.2529549598694,7.107287406921387,9.82,99.1,62.7,0.0
98,-497.6511216163635,9.646856307983398,12.89,98.6,62.9,0.0
99,-504.5042233467102,12.063100814819336,12.25,97.8,63.2,0.0
100,-496.8767080307007,12.891554832458496,12.45,99.6,63.1,0.0
101,-508.4957661628723,12.016666412353516,8.44,96.0,63.2,0.0
102,-498.9970393180847,10.054000854492188,10.48,99.8,63.3,0.0
103,-501.36135959625244,11.801488876342773,10.88,96.7,63.6,0.0
104,-449.88841676712036,7.228491306304932,9.31,98.0,63.6,0.0
105,-519.1342616081238,10.080009460449219,12.66,97.8,63.6,0.0
106,-452.3417239189148,5.567991733551025,14.08,98.4,63.9,0.0
107,-597.542809009552,21.37053108215332,8.0,99.0,63.9,0.0
108,-535.9297337532043,12.29284381866455,10.31,93.0,63.9,0.0
109,-550.297061920166,7.740835189819336,5.83,86.4,63.9,0.0
110,-566.8304471969604,8.454703330993652,4.64,62.1,63.7,0.0
111,-478.44990491867065,9.468890190124512,4.4,56.5,63.8,0.0
112,-493.196692943573,10.562938690185547,4.06,50.2,63.8,0.0
113,-531.715268611908,14.845047950744629,4.05,42.6,64.0,0.0
114,-492.7393479347229,9.168063163757324,4.49,51.2,63.9,0.0
115,-491.7894129753113,8.499300003051758,4.0,45.4,64.0,0.0
116,-452.35167264938354,4.787580490112305,4.33,50.4,63.8,0.0
117,-457.992063999176,6.062168598175049,4.18,47.8,64.1,0.0
118,-465.3094091415405,7.17318868637085,4.43,50.3,64.1,0.0
119,-464.2218346595764,7.880962371826172,4.04,43.2,64.2,0.0
120,-465.81029510498047,3.6714930534362793,4.28,50.4,64.2,0.0
121,-455.56877183914185,5.80051851272583,4.12,43.6,64.4,0.0
122,-439.7237591743469,7.985647201538086,4.38,49.0,64.4,0.0
123,-498.6613736152649,12.110637664794922,4.2,45.2,64.5,0.0
124,-492.20988607406616,12.326642990112305,4.46,53.5,64.7,0.0
125,-526.0885977745056,13.302638053894043,4.19,49.1,64.7,0.0
126,-489.4760670661926,8.955507278442383,4.19,50.3,64.9,0.0
127,-475.2557797431946,12.098786354064941,4.17,43.3,65.0,0.0
128,-465.94439935684204,7.48331356048584,4.44,53.8,65.0,0.0
129,-444.3613314628601,7.9229607582092285,4.17,46.9,65.2,0.0
130,-456.7626872062683,7.171291828155518,4.26,49.9,65.3,0.0
131,-493.42440128326416,10.440483093261719,4.61,56.9,65.3,0.0
132,-527.6837115287781,9.584437370300293,4.34,48.9,65.1,0.0
133,-481.21636629104614,13.313403129577637,4.15,46.3,65.1,0.0
134,-493.94906282424927,8.778827667236328,4.28,43.1,65.1,0.0
135,-444.3382182121277,5.983969688415527,4.94,64.2,65.1,0.0
136,-465.3631510734558,5.597944736480713,4.34,42.6,65.1,0.0
137,-461.4280676841736,6.545443058013916,4.39,49.8,65.1,0.0
138,-447.63606786727905,5.45283317565918,4.5,43.8,65.1,0.0
139,-457.54005002975464,5.7832932472229,4.4,48.0,65.1,0.0
140,-457.06838178634644,5.88345193862915,4.22,42.1,65.1,0.0
141,-512.8819909095764,12.956339836120605,4.44,50.0,65.1,0.0
142,-485.014657497406,8.159823417663574,4.25,42.4,65.1,0.0
143,-525.3511691093445,16.217052459716797,4.34,48.8,65.1,0.0
144,-444.3613314628601,7.057522296905518,4.38,45.5,65.2,0.0
145,-493.77846479415894,11.391447067260742,4.6,48.3,65.1,0.0
146,-447.3429799079895,7.212763786315918,4.43,45.4,65.1,0.0
147,-461.8662495613098,5.681068420410156,4.54,42.6,65.0,0.0
148,-444.3613314628601,6.000205993652344,4.56,46.5,65.0,0.0
149,-459.64352083206177,5.345120429992676,4.59,40.9,65.0,0.0
150,-469.6276535987854,6.354635238647461,4.95,48.0,65.0,0.0
151,-469.6276535987854,6.538796901702881,4.53,41.0,65.0,0.0
152,-490.31760358810425,7.52505350112915,4.66,46.8,65.0,0.0
153,-469.6276535987854,6.654531955718994,4.56,40.1,65.1,0.0
154,-474.96444845199585,11.144129753112793,4.71,49.6,65.1,0.0
155,-512.3678812980652,11.398448944091797,4.76,49.3,64.9,0.0
156,-444.3613314628601,14.807320594787598,4.68,42.9,65.0,0.0
157,-488.460458278656,6.907567024230957,4.64,48.9,65.1,0.0
158,-444.3613314628601,4.322933673858643,4.6,41.8,65.1,0.0
159,-459.64352083206177,4.993373870849609,4.59,46.1,65.1,0.0
160,-456.7626872062683,4.759822368621826,4.52,40.1,65.1,0.0
161,-459.64352083206177,4.9780097007751465,4.72,47.6,65.1,0.0
162,-464.64234590530396,5.028287887573242,4.91,49.3,65.1,0.0
163,-452.35167264938354,5.042963027954102,4.7,43.0,65.1,0.0
164,-459.64352083206177,3.7274293899536133,4.79,47.7,65.2,0.0
165,-457.56462812423706,5.229284763336182,4.63,42.8,65.1,0.0
166,-461.4504599571228,5.704923629760742,4.82,49.8,65.1,0.0
167,-452.35167264938354,4.612051486968994,4.69,40.9,65.1,0.0
168,-465.3631510734558,5.008735656738281,4.61,46.1,65.1,0.0
169,-464.2370629310608,3.627537488937378,4.83,50.4,65.1,0.0
170,-452.35167264938354,4.281975746154785,4.63,42.2,65.1,0.0
171,-459.64352083206177,3.5261642932891846,4.74,54.6,65.3,0.0
172,-459.64352083206177,3.399003744125366,4.62,42.7,65.4,0.0
173,-454.2634425163269,4.025367259979248,4.95,55.7,65.7,0.0
174,-465.3631510734558,5.565886974334717,4.6,44.4,65.4,0.0
175,-452.35167264938354,6.544985294342041,4.72,48.7,65.4,0.0
176,-491.8134388923645,7.130136013031006,4.51,47.6,65.4,0.0
177,-456.7626872062683,4.47402811050415,4.84,45.0,65.4,0.0
178,-456.7626872062683,4.352935791015625,4.66,48.8,65.4,0.0
179,-456.7626872062683,4.10874605178833,4.7,42.6,65.4,0.0
180,-469.6276535987854,5.596029281616211,4.63,49.1,65.4,0.0
181,-452.35167264938354,4.085771560668945,4.74,46.0,65.4,0.0
182,-469.6276535987854,4.932213306427002,4.6,49.1,65.5,0.0
183,-464.2370629310608,3.685664176940918,5.46,63.5,65.5,0.0
184,-459.64352083206177,3.782543420791626,4.9,51.6,66.5,0.0
185,-490.33947706222534,5.982562065124512,4.85,53.8,65.4,0.0
186,-525.336040019989,11.660268783569336,4.66,43.5,65.4,0.0
187,-469.6276535987854,10.581531524658203,4.73,49.4,65.4,0.0
188,-490.33947706222534,8.30356216430664,4.33,40.1,65.4,0.0
189,-469.6276535987854,4.821181297302246,4.58,47.1,65.4,0.0
190,-456.7626872062683,4.385586738586426,4.7,49.1,65.5,0.0
191,-454.2634425163269,5.670727252960205,4.53,43.6,65.4,0.0
192,-533.176600933075,11.624184608459473,4.65,48.0,65.4,0.0
193,-459.64352083206177,8.519818305969238,4.56,41.3,65.4,0.0
194,-456.7626872062683,3.766993761062622,4.83,48.9,65.4,0.0
195,-452.35167264938354,5.338369846343994,4.64,41.1,65.4,0.0
196,-490.33947706222534,7.781224727630615,4.74,48.8,65.4,0.0
197,-469.6276535987854,6.557124614715576,4.46,43.6,65.4,0.0
198,-457.56462812423706,6.123579978942871,7.49,68.1,65.5,0.0
199,-469.6276535987854,5.125365734100342,10.7,99.1,65.5,0.0
200,-452.35167264938354,4.13142728805542,11.88,99.1,65.4,0.0
201,-452.35167264938354,4.164713382720947,13.14,97.2,65.5,0.0
202,-456.7626872062683,2.8371500968933105,11.89,98.3,65.3,0.0
203,-452.35167264938354,4.542031764984131,10.27,97.5,65.5,0.0
204,-456.7626872062683,3.0240142345428467,12.08,97.3,65.5,0.0
205,-452.35167264938354,2.8693180084228516,11.53,99.5,65.7,0.0
206,-464.2370629310608,3.5141825675964355,11.48,99.9,65.5,0.0
207,-469.6276535987854,3.849585771560669,12.61,98.6,65.6,0.0
208,-456.7626872062683,3.0922563076019287,9.12,98.1,65.6,0.0
209,-452.35167264938354,4.07349967956543,11.53,97.7,65.6,0.0
210,-456.7626872062683,2.308133602142334,13.69,99.3,65.5,0.0
211,-456.7626872062683,3.7211573123931885,12.48,99.9,65.8,0.0
212,-456.7626872062683,2.10559344291687,10.95,99.1,65.6,0.0
213,-465.3631510734558,3.4819769859313965,11.36,99.6,65.7,0.0
214,-452.35167264938354,3.3721561431884766,12.74,96.9,65.8,0.0
215,-456.7626872062683,3.250216484069824,10.25,97.7,65.6,0.0
216,-452.35167264938354,2.4445383548736572,11.01,99.8,65.6,0.0
217,-452.35167264938354,4.263369083404541,11.79,99.7,65.7,0.0
218,-456.7626872062683,3.2668163776397705,13.39,99.5,65.6,0.0
219,-452.35167264938354,4.466042995452881,8.77,93.2,65.7,0.0
220,-452.35167264938354,2.8182029724121094,10.22,99.5,65.8,0.0
221,-452.35167264938354,2.4176199436187744,12.65,97.9,65.8,0.0
222,-456.7626872062683,3.2130115032196045,8.57,99.4,65.8,0.0
223,-452.35167264938354,4.133143901824951,9.51,97.2,65.8,0.0
224,-456.7626872062683,2.680664300918579,12.07,99.6,65.8,0.0
225,-452.35167264938354,2.345383882522583,12.49,97.2,65.8,0.0
226,-456.7626872062683,1.7470122575759888,11.04,98.1,66.0,0.0
227,-452.35167264938354,2.253807306289673,12.57,99.7,65.8,0.0
228,-452.35167264938354,2.079418182373047,8.07,98.7,65.7,0.0
229,-452.35167264938354,2.4079582691192627,10.75,99.7,65.7,0.0
230,-456.7626872062683,1.929072380065918,10.99,99.0,65.7,0.0
231,-452.35167264938354,2.63489031791687,11.04,98.8,65.8,0.0
232,-452.35167264938354,1.8963449001312256,8.01,96.4,65.9,0.0
233,-452.35167264938354,2.049966812133789,9.53,98.0,65.6,0.0
234,-452.35167264938354,1.996564269065857,12.39,99.1,65.8,0.0
235,-452.35167264938354,1.8671728372573853,12.06,99.3,65.8,0.0
236,-456.7626872062683,1.8317224979400635,11.72,98.3,65.7,0.0
237,-452.35167264938354,2.8881921768188477,9.99,95.1,65.9,0.0
238,-456.7626872062683,1.2762054204940796,10.42,97.9,65.9,0.0
239,-452.35167264938354,1.4786030054092407,10.13,99.0,65.9,0.0
240,-452.35167264938354,1.3174093961715698,12.53,99.4,65.8,0.0
241,-452.35167264938354,1.2281767129898071,10.34,97.1,65.9,0.0
242,-452.35167264938354,1.037803292274475,12.02,98.0,66.0,0.0
243,-452.35167264938354,2.095400333404541,11.46,98.4,66.0,0.0
244,-452.35167264938354,2.039884090423584,12.31,99.4,66.0,0.0
245,-452.35167264938354,0.9951394200325012,12.28,97.0,66.0,0.0
246,-452.35167264938354,1.0626112222671509,10.17,97.7,66.1,0.0
247,-459.64352083206177,4.393267631530762,12.67,99.7,66.0,0.0
248,-452.35167264938354,2.3065500259399414,9.87,98.8,66.1,0.0
249,-444.3613314628601,4.055818557739258,12.13,96.5,66.1,0.0
250,-452.35167264938354,2.378458261489868,10.93,99.3,66.3,0.0
251,-452.35167264938354,3.0960798263549805,11.42,99.0,66.2,0.0
252,-452.35167264938354,1.4981430768966675,9.09,97.4,66.1,0.0
253,-452.35167264938354,1.0140624046325684,9.44,99.2,66.2,0.0
254,-456.7626872062683,1.323756217956543,11.7,98.7,66.2,0.0
255,-452.35167264938354,2.1483869552612305,12.83,98.9,66.5,0.0
256,-466.7502374649048,4.571863174438477,11.38,98.4,66.5,0.0
257,-459.64352083206177,7.970788955688477,12.97,98.3,67.3,0.0
258,-452.35167264938354,3.793349266052246,12.4,99.4,66.4,0.0
259,-456.7626872062683,2.4786980152130127,11.89,98.0,66.5,0.0
260,-459.64352083206177,4.782192230224609,12.79,98.2,67.0,0.0
261,-459.64352083206177,3.740135669708252,9.47,98.9,67.8,0.0
262,-452.35167264938354,2.8223016262054443,11.72,99.3,66.2,0.0
263,-459.64352083206177,2.962829351425171,13.49,98.4,66.2,0.0
264,-452.35167264938354,2.986762046813965,12.31,98.3,66.2,0.0
265,-452.35167264938354,3.1351468563079834,11.17,97.4,66.1,0.0
266,-452.35167264938354,1.4395196437835693,12.19,97.1,66.2,0.0
267,-459.64352083206177,4.083286762237549,12.28,95.6,66.2,0.0
268,-452.35167264938354,2.025892972946167,10.43,97.2,66.1,0.0
269,-459.64352083206177,3.735048294067383,11.51,99.0,66.3,0.0
270,-452.35167264938354,2.4570281505584717,11.4,97.9,66.3,0.0
271,-452.35167264938354,2.331936836242676,10.53,99.1,66.3,0.0
272,-452.35167264938354,2.413583993911743,11.91,98.2,66.3,0.0
273,-459.64352083206177,2.9688520431518555,8.93,97.5,66.3,0.0
274,-459.64352083206177,2.7706851959228516,12.93,99.7,66.4,0.0
275,-459.64352083206177,2.7760231494903564,10.05,95.4,66.4,0.0
276,-459.64352083206177,2.1055219173431396,10.32,98.3,66.6,0.0
277,-459.64352083206177,2.38926100730896,10.29,99.9,66.2,0.0
278,-452.35167264938354,1.7534668445587158,11.16,98.9,66.4,0.0
279,-452.35167264938354,1.5524730682373047,12.0,96.4,66.4,0.0
280,-452.35167264938354,1.2978017330169678,10.24,99.4,66.5,0.0
281,-452.35167264938354,0.8677263259887695,11.25,99.2,66.4,0.0
282,-452.35167264938354,0.7296550273895264,10.54,98.8,66.4,0.0
283,-459.64352083206177,2.800006866455078,10.31,99.7,66.4,0.0
284,-452.35167264938354,4.151745319366455,11.52,97.7,66.5,0.0
285,-452.35167264938354,1.365609884262085,12.69,99.2,66.5,0.0
286,-459.64352083206177,2.1835591793060303,9.44,99.5,66.5,0.0
287,-452.35167264938354,3.4323272705078125,10.82,97.8,66.5,0.0
288,-452.35167264938354,3.8079562187194824,11.87,97.2,66.5,0.0
289,-452.35167264938354,2.1444902420043945,9.78,95.6,66.4,0.0
290,-452.35167264938354,1.2569794654846191,9.05,98.7,66.5,0.0
291,-459.64352083206177,6.2800612449646,10.02,97.7,66.5,0.0
292,-452.35167264938354,0.9287416934967041,12.39,95.7,66.5,0.0
293,-452.35167264938354,7.2018609046936035,11.3,99.3,66.7,0.0
294,-459.64352083206177,1.969883918762207,13.01,96.9,66.6,0.0
295,-459.64352083206177,3.9188392162323,10.92,96.5,66.6,0.0
296,-452.35167264938354,4.998159408569336,13.32,99.2,66.5,0.0
297,-452.35167264938354,2.2326371669769287,10.61,96.9,66.6,0.0
298,-452.35167264938354,2.0536444187164307,10.5,97.7,66.7,0.0
299,-452.35167264938354,2.587625741958618,9.45,99.4,66.7,0.0
300,-459.64352083206177,4.355975151062012,12.56,96.9,66.7,0.0
301,-452.35167264938354,1.985532522201538,8.05,96.6,66.6,0.0
302,-452.35167264938354,3.2202348709106445,10.02,97.8,66.8,0.0
303,-452.35167264938354,1.9337923526763916,10.8,97.8,66.8,0.0
304,-452.35167264938354,0.4501396417617798,11.24,95.7,66.8,0.0
305,-452.35167264938354,0.37465405464172363,10.88,98.1,67.0,0.0
306,-452.35167264938354,1.116377353668213,11.39,99.2,66.9,0.0
307,-452.35167264938354,1.1267448663711548,12.6,99.2,66.9,0.0
308,-456.7626872062683,1.7233222723007202,8.29,97.8,66.9,0.0
309,-452.35167264938354,0.8102499842643738,12.88,99.0,67.1,0.0
310,-452.35167264938354,0.8448826670646667,13.15,99.7,67.3,0.0
311,-452.35167264938354,0.599775493144989,8.68,97.7,67.2,0.0
312,-452.35167264938354,0.604742705821991,10.91,98.4,67.2,0.0
313,-452.35167264938354,0.4771455228328705,13.08,98.8,67.3,0.0
314,-452.35167264938354,0.29032769799232483,12.08,97.2,67.2,0.0
315,-452.35167264938354,0.22821399569511414,12.54,98.8,67.3,0.0
316,-452.35167264938354,1.2874813079833984,11.52,99.2,67.1,0.0
317,-452.35167264938354,0.17024052143096924,11.4,99.7,67.2,0.0
318,-452.35167264938354,0.37123391032218933,11.36,97.5,67.3,0.0
319,-452.35167264938354,1.217587947845459,10.46,99.2,67.1,0.0
320,-456.7626872062683,2.3352043628692627,12.59,99.6,67.2,0.0
321,-452.35167264938354,2.8512308597564697,10.62,99.0,67.2,0.0
322,-452.35167264938354,1.068776249885559,11.3,98.1,67.2,0.0
323,-456.7626872062683,1.4830741882324219,10.28,98.6,67.2,0.0
324,-452.35167264938354,1.6678926944732666,8.87,99.4,67.3,0.0
325,-452.35167264938354,0.8974028825759888,11.93,98.4,67.3,0.0
326,-452.35167264938354,1.2761492729187012,10.38,99.4,67.2,0.0
327,-452.35167264938354,1.7280373573303223,10.51,99.0,67.2,0.0
328,-452.35167264938354,0.998931884765625,9.56,99.4,67.3,0.0
329,-452.35167264938354,1.1257442235946655,11.84,98.4,67.2,0.0
330,-452.35167264938354,1.4126023054122925,10.04,96.6,67.2,0.0
331,-452.35167264938354,0.7150793075561523,10.86,99.4,67.3,0.0
332,-452.35167264938354,1.3502377271652222,13.29,99.1,67.1,0.0
333,-452.35167264938354,1.1307390928268433,10.05,97.4,67.3,0.0
334,-452.35167264938354,0.5454604625701904,11.42,96.3,67.3,0.0
335,-452.35167264938354,0.38791418075561523,10.6,96.9,67.3,0.0
336,-452.35167264938354,0.7407029867172241,12.95,99.4,67.3,0.0
337,-452.35167264938354,0.3067091703414917,11.84,98.0,67.4,0.0
338,-452.35167264938354,1.2418200969696045,10.87,99.3,67.4,0.0
339,-452.35167264938354,0.25069868564605713,12.21,98.9,67.4,0.0
340,-452.35167264938354,0.42161035537719727,8.28,97.6,67.4,0.0
341,-452.35167264938354,1.0368237495422363,12.31,98.6,67.4,0.0
342,-452.35167264938354,0.30180343985557556,13.41,97.1,67.6,0.0
343,-452.35167264938354,0.5539745688438416,10.69,95.6,67.5,0.0
344,-452.35167264938354,0.8312922716140747,9.73,98.7,67.5,0.0
345,-452.35167264938354,0.4422219395637512,11.9,100.0,67.5,0.0
346,-452.35167264938354,0.6843595504760742,13.09,98.4,67.5,0.0
347,-452.35167264938354,0.7461261749267578,9.79,99.0,67.5,0.0
348,-452.35167264938354,0.43696728348731995,13.65,99.6,67.6,0.0
349,-452.35167264938354,0.6189536452293396,11.17,96.8,67.5,0.0
350,-452.35167264938354,0.8468408584594727,10.57,95.6,67.6,0.0
351,-452.35167264938354,0.341785192489624,11.41,99.6,67.6,0.0
352,-452.35167264938354,0.5184105634689331,8.96,94.4,67.6,0.0
353,-452.35167264938354,0.932094156742096,10.43,99.4,67.5,0.0
354,-452.35167264938354,0.28617268800735474,12.01,97.7,67.6,0.0
355,-452.35167264938354,0.4670585095882416,9.1,98.1,67.6,0.0
356,-452.35167264938354,0.980966329574585,11.59,99.4,67.6,0.0
357,-452.35167264938354,0.24716493487358093,11.05,97.6,67.6,0.0
358,-452.35167264938354,0.4171910881996155,10.7,99.3,67.7,0.0
359,-452.35167264938354,1.0353608131408691,11.53,99.0,67.5,0.0
360,-452.35167264938354,0.20845672488212585,11.81,98.2,67.6,0.0
361,-452.35167264938354,0.3721846342086792,12.25,97.2,67.8,0.0
362,-452.35167264938354,1.0817651748657227,11.41,97.6,67.6,0.0
363,-452.35167264938354,0.1789751499891281,11.16,98.1,67.6,0.0
364,-452.35167264938354,0.33607450127601624,9.37,97.7,67.6,0.0
365,-452.35167264938354,1.122140645980835,13.14,99.5,67.8,0.0
366,-452.35167264938354,0.15309765934944153,12.63,98.7,67.7,0.0
367,-452.35167264938354,0.29994863271713257,12.39,99.2,67.7,0.0
368,-452.35167264938354,1.1653685569763184,8.07,97.3,67.7,0.0
369,-452.35167264938354,0.12854021787643433,8.92,96.5,67.8,0.0
370,-452.35167264938354,0.2648349404335022,13.47,99.4,67.6,0.0
371,-452.35167264938354,1.2099213600158691,12.07,97.3,67.7,0.0
372,-452.35167264938354,0.10562121123075485,12.24,99.0,67.9,0.0
373,-452.35167264938354,0.23061831295490265,10.53,96.7,67.8,0.0
374,-452.35167264938354,1.2558401823043823,8.65,98.8,67.7,0.0
375,-452.35167264938354,0.08452343940734863,11.65,96.7,67.8,0.0
376,-452.35167264938354,0.19652694463729858,11.69,98.9,67.8,0.0
377,-452.35167264938354,1.3086791038513184,8.2,96.7,67.9,0.0
378,-452.35167264938354,0.06267677247524261,12.69,98.7,67.7,0.0
379,-452.35167264938354,0.16010138392448425,12.01,95.5,67.9,0.0
380,-452.35167264938354,1.367564082145691,12.17,98.4,67.9,0.0
381,-452.35167264938354,0.043420229107141495,10.86,98.4,67.8,0.0
382,-452.35167264938354,0.1269504278898239,11.2,98.6,67.9,0.0
383,-452.35167264938354,1.4278349876403809,12.65,96.5,67.9,0.0
384,-452.35167264938354,0.027325216680765152,12.83,99.6,67.9,0.0
385,-452.35167264938354,0.0968465656042099,12.0,98.7,67.9,0.0
386,-452.35167264938354,1.487567663192749,11.25,99.3,68.1,0.0
387,-452.35167264938354,0.01556013897061348,11.88,99.5,68.0,0.0
388,-452.35167264938354,0.07271035760641098,12.38,99.9,68.5,0.0
389,-452.35167264938354,1.5407477617263794,13.82,99.9,69.1,0.0
390,-452.35167264938354,0.008045616559684277,11.29,99.7,63.0,0.0
391,-452.35167264938354,0.05521878972649574,13.52,98.6,63.3,0.0
392,-452.35167264938354,1.5820367336273193,12.0,99.6,63.6,0.0
393,-452.35167264938354,0.004023138899356127,9.02,97.9,63.1,0.0
