Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent,GPU_VRAM_MB
89,-95.95524001121521,4.463439464569092,10.19,94.9,65.8,0.0
90,-79.69296824932098,4.251258373260498,15.95,98.7,65.9,0.0
91,-76.63963675498962,1.0933396816253662,14.05,98.8,66.1,0.0
92,-65.76089948415756,1.9463967084884644,13.76,97.8,66.0,0.0
93,-81.870166182518,3.478677272796631,11.07,97.8,66.0,0.0
94,-80.08519518375397,1.0363481044769287,14.21,98.8,66.0,0.0
95,-74.68519079685211,3.2692573070526123,11.18,96.8,66.0,0.0
96,-67.91205018758774,3.1356582641601562,14.45,99.4,66.0,0.0
97,-82.13825047016144,1.4917136430740356,13.13,97.9,66.1,0.0
98,-73.00144344568253,0.694121241569519,15.08,99.2,66.1,0.0
99,-85.11539268493652,1.2741421461105347,14.32,97.0,66.1,0.0
100,-70.74911630153656,2.991730213165283,11.42,99.3,66.1,0.0
101,-76.65036034584045,1.4203952550888062,11.26,97.9,66.2,0.0
102,-81.5572897195816,1.7558730840682983,11.83,98.5,66.2,0.0
103,-76.90772581100464,0.866254448890686,11.73,99.8,66.1,0.0
104,-78.32014274597168,0.6867234110832214,12.65,98.1,66.8,0.0
105,-78.45537161827087,1.5123012065887451,15.16,98.6,66.5,0.0
106,-74.55714356899261,1.393275499343872,15.88,98.6,67.4,0.0
107,-82.8191727399826,0.9848078489303589,11.97,99.1,66.6,0.0
108,-89.01796388626099,1.6979880332946777,11.71,98.1,66.5,0.0
109,-78.65283119678497,1.0887871980667114,15.07,98.6,67.5,0.0
110,-76.1254432797432,1.6322853565216064,11.53,98.5,66.2,0.0
111,-72.40736985206604,0.9295165538787842,12.42,98.4,66.2,0.0
112,-75.4627548456192,0.4961361587047577,13.38,98.8,66.1,0.0
113,-73.58046019077301,1.2113311290740967,10.84,97.6,66.2,0.0
114,-90.74065744876862,1.5066754817962646,12.28,96.5,66.2,0.0
115,-80.64622688293457,0.9747061133384705,10.97,95.8,66.4,0.0
116,-70.94457280635834,0.5568773150444031,14.41,97.6,66.2,0.0
117,-79.11189770698547,2.6590089797973633,14.46,98.9,66.2,0.0
118,-70.95832097530365,0.604111909866333,14.38,98.3,66.3,0.0
119,-77.2761435508728,0.8678032159805298,13.6,99.3,66.3,0.0
120,-76.11172538995743,0.8201794624328613,13.81,97.9,66.5,0.0
121,-80.31936275959015,0.5933142900466919,14.88,98.8,66.4,0.0
122,-74.31856083869934,0.5826231837272644,15.05,96.9,66.4,0.0
123,-69.09607589244843,0.6555596590042114,15.35,98.8,66.3,0.0
124,-76.38204765319824,0.9930985569953918,11.83,98.9,66.3,0.0
125,-79.13058698177338,0.9203240275382996,14.46,97.0,66.2,0.0
126,-70.14709854125977,0.5569490194320679,12.2,99.1,66.5,0.0
127,-75.20542252063751,1.3703263998031616,11.98,98.7,66.4,0.0
128,-68.41021811962128,0.2446187138557434,12.78,99.8,66.4,0.0
129,-72.3865305185318,0.19994176924228668,9.79,99.3,66.4,0.0
130,-74.76282668113708,0.453698068857193,12.56,98.1,66.4,0.0
131,-71.13140892982483,0.4485754668712616,13.68,99.3,66.4,0.0
132,-75.95709323883057,0.8792683482170105,10.83,97.7,66.5,0.0
133,-65.19967913627625,0.4900642931461334,14.62,97.6,66.3,0.0
134,-67.24872958660126,0.7247533798217773,12.69,96.2,66.5,0.0
135,-70.37752616405487,0.770887017250061,15.29,98.1,66.5,0.0
136,-68.4559315443039,0.29462364315986633,14.44,96.3,66.5,0.0
137,-77.22945177555084,0.8658396601676941,13.67,97.2,66.5,0.0
138,-67.73832321166992,1.0668267011642456,16.0,97.1,66.5,0.0
139,-77.66322076320648,0.3632306158542633,15.2,99.3,66.8,0.0
140,-69.47762477397919,0.7470022439956665,14.0,97.7,66.6,0.0
141,-71.92643254995346,0.36651474237442017,15.74,98.1,66.7,0.0
142,-70.14709854125977,0.2336377650499344,13.66,97.1,66.8,0.0
143,-71.83732199668884,0.549898624420166,10.85,96.7,66.8,0.0
144,-75.02264297008514,0.469623863697052,8.84,96.7,66.8,0.0
145,-71.39433479309082,0.32981911301612854,10.16,98.8,66.8,0.0
146,-67.6217542886734,0.3319658637046814,12.94,96.5,66.8,0.0
147,-70.90908885002136,0.3821428716182709,16.03,98.6,66.9,0.0
148,-66.50798523426056,0.16936755180358887,14.68,98.7,66.9,0.0
149,-77.3792986869812,0.815809965133667,9.83,99.1,66.9,0.0
150,-72.36945295333862,0.22134675085544586,16.03,98.7,67.2,0.0
151,-67.75616562366486,0.33172130584716797,11.29,99.4,67.3,0.0
152,-67.8726989030838,0.2346630096435547,16.1,97.9,67.3,0.0
153,-70.2741830945015,0.4884693920612335,15.54,99.0,67.3,0.0
154,-79.37253856658936,0.44651949405670166,13.53,97.5,67.2,0.0
155,-65.90746158361435,1.9354525804519653,14.31,98.9,67.2,0.0
156,-66.96480739116669,0.24097123742103577,14.36,99.2,67.2,0.0
157,-69.70162796974182,1.589828372001648,11.47,98.7,67.2,0.0
158,-78.21764373779297,2.0972704887390137,14.47,98.5,67.4,0.0
159,-66.27076232433319,0.3935234546661377,14.4,99.6,67.2,0.0
160,-71.05635619163513,0.07101238518953323,13.29,98.8,67.1,0.0
161,-71.14446419477463,0.3398762047290802,14.11,98.9,67.2,0.0
162,-71.86862087249756,0.9043998718261719,12.09,98.3,67.0,0.0
163,-68.10513246059418,0.7492918372154236,14.01,98.6,67.3,0.0
164,-76.51775026321411,0.40842384099960327,14.65,99.6,67.2,0.0
165,-72.52026057243347,0.2683282792568207,14.23,98.9,67.2,0.0
166,-62.943185806274414,0.5567744970321655,15.14,98.7,67.2,0.0
167,-71.08518362045288,1.335045337677002,14.62,97.6,67.2,0.0
168,-66.14298233389854,1.117639183998108,12.93,98.6,67.3,0.0
169,-65.09797608852386,0.2663465142250061,12.23,97.9,67.4,0.0
170,-67.54975432157516,0.5510278344154358,14.93,97.1,67.2,0.0
171,-65.90746158361435,0.3518986105918884,13.26,97.5,67.2,0.0
172,-69.16341090202332,0.22007839381694794,10.93,98.7,67.4,0.0
173,-67.74642193317413,0.0925895944237709,11.76,98.6,67.4,0.0
174,-64.76221799850464,0.14171136915683746,14.55,99.5,67.4,0.0
175,-67.74642193317413,0.10655048489570618,10.18,97.5,67.4,0.0
176,-64.44464635848999,0.5365540981292725,16.37,98.5,67.4,0.0
177,-67.41490763425827,0.5904852747917175,15.39,97.5,67.4,0.0
178,-71.65871465206146,0.3255999684333801,14.67,96.7,67.4,0.0
179,-71.85051941871643,0.25472694635391235,16.15,99.2,67.5,0.0
180,-67.88094973564148,0.2660171687602997,15.33,98.7,67.5,0.0
181,-61.15194171667099,0.3025320768356323,10.58,99.0,67.5,0.0
182,-66.61671328544617,1.6017009019851685,15.15,99.6,67.5,0.0
183,-67.980584025383,0.877516508102417,10.05,96.5,67.5,0.0
184,-66.17833071947098,1.4521888494491577,10.25,95.4,67.5,0.0
185,-60.61698001623154,1.115735650062561,15.1,99.6,67.5,0.0
186,-67.96742343902588,0.7639304399490356,13.46,96.2,67.5,0.0
187,-61.15194171667099,0.2262251377105713,11.03,97.5,67.7,0.0
188,-68.1510294675827,0.9004128575325012,9.31,98.3,67.4,0.0
189,-68.510975420475,0.564676821231842,14.16,99.3,67.6,0.0
190,-71.85661280155182,0.4148847162723541,15.78,98.4,67.6,0.0
191,-63.439689457416534,0.4336414933204651,12.23,98.4,67.6,0.0
192,-72.42398571968079,1.3302111625671387,12.07,98.3,67.4,0.0
193,-70.97346603870392,0.24365240335464478,14.7,97.7,67.7,0.0
194,-65.69648468494415,1.6732728481292725,15.4,98.2,67.6,0.0
195,-64.25701308250427,0.41993892192840576,11.08,96.8,67.7,0.0
196,-70.56044352054596,1.7263747453689575,15.19,99.1,67.6,0.0
197,-68.0454512834549,0.2024517059326172,15.19,98.9,67.5,0.0
198,-61.82566684484482,1.6636404991149902,15.73,99.3,67.8,0.0
199,-63.294546484947205,0.48057523369789124,14.29,98.4,67.7,0.0
200,-66.72639608383179,1.3073344230651855,15.38,97.6,67.7,0.0
201,-64.2440505027771,0.32607510685920715,12.22,97.3,67.7,0.0
202,-70.25410449504852,0.3842625319957733,14.44,99.2,67.8,0.0
203,-65.5146381855011,0.20293863117694855,16.0,97.5,67.9,0.0
204,-67.8233335018158,1.110022783279419,14.67,97.0,67.8,0.0
205,-62.96072697639465,0.1814536154270172,10.34,98.7,67.9,0.0
206,-71.89565479755402,0.4145733416080475,14.35,97.1,67.8,0.0
207,-61.12101146578789,1.602784514427185,14.29,96.2,67.9,0.0
208,-71.65871465206146,0.36568883061408997,15.13,98.7,68.0,0.0
209,-66.58520710468292,0.16607120633125305,14.16,98.8,68.0,0.0
210,-68.24595642089844,0.22533562779426575,15.13,96.8,67.9,0.0
211,-72.50066769123077,0.48301371932029724,15.61,99.1,68.0,0.0
212,-65.04543858766556,0.21406424045562744,14.73,98.9,68.0,0.0
213,-74.82815307378769,2.0704684257507324,15.66,99.5,68.0,0.0
214,-63.45808708667755,0.18340325355529785,12.91,99.5,68.3,0.0
215,-64.0879687666893,0.2711259126663208,15.06,99.9,69.0,0.0
216,-65.50602716207504,0.05845957249403,16.07,99.8,63.0,0.0
217,-63.8310906291008,0.6183860898017883,15.01,98.7,63.3,0.0
218,-70.59233731031418,1.188638687133789,15.43,99.7,63.8,0.0
219,-65.28470611572266,0.8180262446403503,11.54,96.9,63.3,0.0
220,-68.15882903337479,0.7592648267745972,13.58,99.4,63.4,0.0
221,-60.61698001623154,0.19446317851543427,16.89,99.0,63.9,0.0
222,-61.16551053524017,0.13940802216529846,18.74,100.0,63.9,0.0
223,-67.25373351573944,0.2117207646369934,15.83,99.0,64.5,0.0
224,-71.66618531942368,0.12063559889793396,10.09,98.4,64.4,0.0
225,-66.24749764800072,0.26505035161972046,15.03,97.4,64.5,0.0
226,-70.809126496315,0.21717217564582825,14.38,97.6,64.5,0.0
227,-64.12894463539124,0.34098124504089355,14.42,97.0,64.5,0.0
228,-64.65294992923737,0.20853948593139648,10.18,95.5,64.6,0.0
229,-65.2939383983612,0.5511555075645447,12.58,97.4,64.5,0.0
230,-63.76921099424362,0.30321770906448364,12.07,96.0,64.6,0.0
231,-67.67506247758865,0.30724915862083435,11.11,96.8,64.6,0.0
232,-67.40049833059311,0.5300350189208984,13.44,97.6,64.6,0.0
233,-69.65288603305817,0.6699076294898987,14.71,96.3,64.6,0.0
234,-66.57115662097931,0.2875787317752838,10.14,93.4,64.7,0.0
235,-66.07338505983353,0.5179935097694397,6.66,81.2,64.7,0.0
236,-70.56044352054596,0.4161752760410309,5.86,65.3,64.7,0.0
237,-63.44993343949318,2.727839708328247,1097.71,38.9,65.9,0.0
238,-63.931782841682434,0.9632786512374878,13.97,97.5,65.8,0.0
239,-62.163964331150055,0.6523588299751282,10.42,92.5,65.9,0.0
240,-67.20845222473145,1.8139936923980713,10.48,97.2,65.9,0.0
241,-60.08313739299774,0.29398196935653687,13.46,97.1,65.8,0.0
242,-63.412889540195465,0.194528266787529,13.66,94.6,65.9,0.0
243,-69.65288603305817,0.7579981088638306,13.92,97.4,65.9,0.0
244,-67.73810452222824,0.49024075269699097,12.29,97.0,65.9,0.0
245,-61.630089074373245,0.2916404902935028,13.39,98.6,65.9,0.0
246,-61.16551053524017,0.07402784377336502,9.99,94.8,65.9,0.0
247,-74.23846065998077,0.9082396626472473,9.83,95.1,65.9,0.0
248,-63.00624722242355,1.3247748613357544,14.63,97.2,65.9,0.0
249,-68.64715158939362,0.417999267578125,12.1,97.2,65.9,0.0
250,-61.074815452098846,0.1552247405052185,9.42,96.5,65.9,0.0
251,-63.455278277397156,0.16122937202453613,12.6,96.2,66.0,0.0
252,-61.16551053524017,0.050637707114219666,9.3,92.8,66.0,0.0
253,-69.6622856259346,1.7655659914016724,10.45,95.3,66.0,0.0
254,-64.59612500667572,0.24620157480239868,10.69,99.1,66.0,0.0
255,-62.997514486312866,0.17059104144573212,11.09,96.3,66.0,0.0
256,-63.455278277397156,0.4829281270503998,11.25,97.1,66.1,0.0
257,-63.20889103412628,0.06934390217065811,12.82,96.0,66.1,0.0
258,-60.35794526338577,0.9666330814361572,12.67,97.8,66.1,0.0
259,-61.82566684484482,0.17510086297988892,10.51,96.3,66.1,0.0
260,-63.525683999061584,0.2726173996925354,10.99,98.8,66.2,0.0
261,-68.86970490217209,0.7264346480369568,9.16,95.4,66.1,0.0
262,-65.36326277256012,1.3201754093170166,13.38,96.2,66.2,0.0
263,-61.70863997936249,0.28058210015296936,10.73,92.9,66.2,0.0
264,-64.42023140192032,1.0015068054199219,10.86,96.8,66.2,0.0
265,-59.67554599046707,0.23558038473129272,13.01,97.8,66.3,0.0
266,-65.07850700616837,0.1322702169418335,13.58,95.6,66.3,0.0
267,-63.439689457416534,0.31889602541923523,13.5,95.9,66.2,0.0
268,-61.47045284509659,0.24752777814865112,10.25,96.6,66.3,0.0
269,-65.73270934820175,0.6869798302650452,14.77,98.9,66.3,0.0
270,-70.56044352054596,1.0280444622039795,14.03,98.2,66.3,0.0
271,-66.89652073383331,1.7006497383117676,12.87,97.4,66.3,0.0
272,-64.1914678812027,0.29694610834121704,11.59,93.7,66.3,0.0
273,-65.34235942363739,1.0241317749023438,12.32,96.1,66.3,0.0
274,-63.72544568777084,0.2450738251209259,13.52,97.4,66.4,0.0
275,-66.24749764800072,0.3277943730354309,10.52,97.3,66.3,0.0
276,-64.98476302623749,0.46057000756263733,10.34,95.4,66.4,0.0
277,-68.95404136180878,1.2046204805374146,13.64,98.3,66.3,0.0
278,-61.15194171667099,0.1001635491847992,13.48,97.8,66.3,0.0
279,-62.67356336116791,0.09722351282835007,10.47,93.7,66.3,0.0
280,-60.08313739299774,0.22847199440002441,10.17,97.0,66.4,0.0
281,-64.0879687666893,0.21011203527450562,14.13,97.1,66.4,0.0
282,-64.71567529439926,0.4560389816761017,10.18,94.3,66.4,0.0
283,-64.97642278671265,0.41816553473472595,10.32,96.4,66.4,0.0
284,-64.42023140192032,0.09106362611055374,10.6,94.9,66.5,0.0
285,-62.473056972026825,0.12741617858409882,9.32,96.1,66.5,0.0
286,-61.850770473480225,0.06552302837371826,10.84,98.5,66.5,0.0
287,-63.469994723796844,0.3342136740684509,12.04,95.7,66.5,0.0
288,-64.03447192907333,0.06730597466230392,14.15,95.8,66.6,0.0
289,-60.35794526338577,0.10479870438575745,12.16,96.1,66.6,0.0
290,-68.86970490217209,0.8498062491416931,10.61,98.2,66.6,0.0
291,-63.439689457416534,1.1935770511627197,15.3,96.9,66.6,0.0
292,-61.82566684484482,0.20279352366924286,12.91,94.4,66.6,0.0
293,-67.980584025383,1.3349151611328125,10.28,94.6,66.6,0.0
294,-60.08313739299774,0.17416620254516602,11.74,95.3,66.6,0.0
295,-65.93713635206223,0.4416545629501343,9.15,95.3,66.7,0.0
296,-68.86970490217209,0.45420536398887634,10.07,96.3,66.7,0.0
297,-61.70863997936249,0.2853686511516571,13.08,97.2,66.7,0.0
298,-60.08313739299774,0.771759033203125,13.59,96.5,66.7,0.0
299,-65.73270934820175,1.1037099361419678,13.78,95.3,66.7,0.0
300,-68.86970490217209,0.45899540185928345,14.38,97.5,66.8,0.0
301,-65.93713635206223,1.8514984846115112,12.64,93.9,66.8,0.0
302,-66.28021159768105,0.662280261516571,8.73,94.6,66.8,0.0
303,-61.82566684484482,0.5240662097930908,12.56,97.4,66.8,0.0
304,-65.73270934820175,0.9408783316612244,12.65,98.2,66.8,0.0
305,-63.55631583929062,0.31332212686538696,10.22,93.2,66.8,0.0
306,-66.72698539495468,0.20177137851715088,9.9,95.5,66.8,0.0
307,-62.582216680049896,0.058932866901159286,12.87,94.8,66.9,0.0
308,-70.56044352054596,0.7435599565505981,13.65,97.9,66.8,0.0
309,-60.08313739299774,2.2078652381896973,11.95,95.2,66.9,0.0
310,-63.452877044677734,0.19382146000862122,13.33,96.1,66.9,0.0
311,-61.70863997936249,0.5485531687736511,13.2,95.8,66.9,0.0
312,-67.74674546718597,0.34552106261253357,11.52,96.7,66.9,0.0
313,-63.90899759531021,0.8630415201187134,9.53,94.8,66.9,0.0
314,-64.58090627193451,0.1829826384782791,10.17,96.7,66.9,0.0
315,-64.97642278671265,0.3960234522819519,14.95,95.2,67.0,0.0
316,-66.24749764800072,0.5042996406555176,9.72,94.5,67.0,0.0
317,-61.47045284509659,1.0196168422698975,11.05,97.7,67.0,0.0
318,-61.70863997936249,0.22951896488666534,9.76,95.3,67.0,0.0
319,-64.03447192907333,0.3850548267364502,13.11,93.3,67.1,0.0
320,-63.20889103412628,0.15086044371128082,12.78,95.2,67.1,0.0
321,-66.72698539495468,0.08388877660036087,8.23,94.4,67.1,0.0
322,-61.70863997936249,0.20764431357383728,13.85,95.5,67.1,0.0
323,-63.294546484947205,0.1642599254846573,14.01,96.8,67.1,0.0
324,-65.9048558473587,0.26766178011894226,10.78,95.3,67.1,0.0
325,-62.84129124879837,0.4177507162094116,13.6,97.5,67.2,0.0
326,-67.20845222473145,0.5132175087928772,14.55,96.8,67.2,0.0
327,-65.49444824457169,0.4147920310497284,12.69,93.7,67.2,0.0
328,-62.473056972026825,0.33717241883277893,10.21,95.8,67.2,0.0
329,-66.72698539495468,0.4614379107952118,11.49,97.3,67.2,0.0
330,-62.546748995780945,0.4769740700721741,11.21,95.1,67.2,0.0
331,-65.73270934820175,0.26652824878692627,10.62,95.6,67.2,0.0
332,-64.97642278671265,0.15117484331130981,12.26,96.0,67.3,0.0
333,-64.97642278671265,0.08968763053417206,8.82,94.4,67.2,0.0
334,-62.582216680049896,0.25051799416542053,14.96,98.9,67.3,0.0
335,-61.808643996715546,0.16976095736026764,11.47,95.0,67.3,0.0
336,-65.49444824457169,0.6227339506149292,13.61,98.5,67.3,0.0
337,-65.73270934820175,0.3772584795951843,11.73,94.5,67.4,0.0
338,-60.08313739299774,0.19425256550312042,7.58,95.2,67.4,0.0
339,-62.90081453323364,0.1418820470571518,13.26,96.4,67.4,0.0
340,-66.24749764800072,0.8151882290840149,11.79,95.9,67.4,0.0
341,-66.24749764800072,0.20229388773441315,8.78,90.9,67.4,0.0
342,-61.500551879405975,0.44703352451324463,10.11,94.9,67.4,0.0
343,-62.582216680049896,0.7474982142448425,6.18,74.6,67.4,0.0
344,-61.47045284509659,0.4176666736602783,2104.9,36.8,69.2,0.0
345,-60.35794526338577,0.4485424757003784,10.9,94.3,69.2,0.0
346,-72.42398571968079,1.3822048902511597,11.37,97.3,69.3,0.0
347,-67.39623540639877,0.12355359643697739,10.67,97.3,69.4,0.0
348,-60.35794526338577,0.8104269504547119,13.37,96.2,69.4,0.0
349,-64.03181844949722,0.27547720074653625,13.67,94.0,69.4,0.0
350,-68.16824120283127,0.09556984901428223,13.71,96.3,69.4,0.0
351,-66.24749764800072,0.33586585521698,13.63,95.2,69.3,0.0
352,-62.582216680049896,0.17179672420024872,11.09,97.0,69.4,0.0
353,-64.03447192907333,0.29557937383651733,11.45,97.2,69.4,0.0
354,-65.69648468494415,0.33748114109039307,14.36,98.3,69.5,0.0
355,-67.19844454526901,0.14311598241329193,12.89,97.8,69.4,0.0
356,-65.73270934820175,0.7401382923126221,10.76,93.7,69.5,0.0
357,-60.08313739299774,0.059961311519145966,10.55,94.4,69.5,0.0
358,-64.03447192907333,0.27661100029945374,10.71,98.0,69.5,0.0
359,-63.439689457416534,0.11364839971065521,8.58,91.6,69.5,0.0
360,-64.97642278671265,0.18063709139823914,10.76,96.1,69.5,0.0
361,-66.24749764800072,0.15298351645469666,10.04,93.4,69.5,0.0
362,-66.24749764800072,0.09099816530942917,14.75,98.5,69.5,0.0
363,-60.08313739299774,0.29025739431381226,13.43,96.2,69.5,0.0
364,-59.67554599046707,0.5284813642501831,9.29,94.8,69.5,0.0
365,-65.49444824457169,0.6236035823822021,10.03,97.0,69.6,0.0
366,-64.97642278671265,0.49147701263427734,10.19,96.0,69.6,0.0
367,-63.439689457416534,0.2016565054655075,10.37,96.1,69.6,0.0
368,-61.70863997936249,0.5080692768096924,13.3,97.6,69.6,0.0
369,-62.41388821601868,0.22009813785552979,12.51,98.0,57.2,0.0
370,-60.08313739299774,0.41009074449539185,12.08,97.6,57.2,0.0
371,-60.35794526338577,0.11490117013454437,14.77,98.8,57.2,0.0
372,-66.8834440112114,0.6779915690422058,12.58,94.5,57.2,0.0
373,-60.35794526338577,0.6188280582427979,13.54,96.3,57.3,0.0
374,-66.8834440112114,0.22590170800685883,9.96,96.5,57.3,0.0
375,-64.97642278671265,0.3772357702255249,9.62,94.1,57.3,0.0
376,-69.6622856259346,0.3096543252468109,13.71,95.4,57.3,0.0
377,-62.582216680049896,0.7126349806785583,14.15,95.3,57.4,0.0
378,-60.08313739299774,0.1726304292678833,11.07,98.0,57.4,0.0
379,-60.35794526338577,0.5210594534873962,10.05,93.6,57.5,0.0
380,-62.582216680049896,0.24740386009216309,12.49,96.3,57.5,0.0
381,-62.67356336116791,0.46167027950286865,12.21,94.0,57.5,0.0
382,-60.35794526338577,0.25078701972961426,11.64,93.1,57.5,0.0
383,-63.439689457416534,0.4849233627319336,13.12,97.7,57.6,0.0
384,-63.90899759531021,0.3703896701335907,11.43,96.7,57.5,0.0
385,-66.24749764800072,0.1891179233789444,12.78,96.6,57.6,0.0
386,-64.97642278671265,0.21186797320842743,13.24,96.6,57.6,0.0
