Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent
1,-351.54,4105.3757,3.48,15.9,28.0
2,-317.19,3559.1013,3.49,18.2,28.0
3,-316.13,3673.1891,3.75,33.3,28.7
4,-322.48,3337.0906,3.55,35.5,29.3
5,-354.42,3603.0867,8.85,77.3,29.6
6,-329.79,3543.8528,21.45,100.0,29.7
7,-337.68,3490.1152,3.95,78.4,29.7
8,-327.12,4089.6588,21.96,98.1,29.8
9,-323.98,3334.8395,4.86,79.2,29.7
10,-331.83,3425.9667,22.79,99.0,29.8
11,-315.02,3405.1342,10.51,99.7,29.8
12,-324.18,4010.5779,20.75,94.3,29.8
13,-329.13,3465.2371,15.1,100.0,29.8
14,-318.8,3524.933,10.36,86.1,29.9
15,-323.24,3218.0588,21.16,100.0,29.8
16,-379.44,4355.9021,12.53,89.5,29.8
17,-373.91,4085.4361,23.28,100.0,29.9
18,-357.73,3756.3649,5.21,82.3,29.9
19,-320.51,3652.3181,13.7,97.7,29.9
20,-368.52,3841.3799,13.41,91.5,29.9
21,-371.76,3722.1569,14.93,99.8,29.9
22,-321.33,3350.8524,20.71,93.9,29.9
23,-352.45,3824.6564,12.6,99.8,29.9
24,-343.8,3666.232,19.37,95.3,29.9
25,-347.99,3543.8564,14.01,99.9,29.9
26,-317.52,3221.3906,4.41,73.0,29.9
27,-385.83,4029.0535,22.93,97.9,30.0
28,-362.86,4572.5011,9.67,88.8,30.0
29,-378.31,4289.3613,23.54,100.0,30.0
30,-350.84,3680.3718,7.28,82.1,29.9
31,-351.1,3612.9447,21.29,100.0,30.0
32,-327.79,3651.8076,5.82,99.4,29.9
33,-314.41,3359.8899,17.17,93.1,30.0
34,-322.11,3133.9915,17.44,100.0,30.0
35,-345.56,3602.1705,19.66,94.6,30.0
36,-327.36,3056.4338,15.27,100.0,29.9
37,-323.75,3290.4694,19.1,94.5,30.0
38,-348.88,3200.5044,14.75,93.2,30.0
39,-349.95,3294.0339,4.13,73.4,30.0
40,-318.87,3041.8124,11.3,97.2,30.0
41,-318.77,3533.8901,9.31,91.0,30.5
42,-340.26,3425.96,28.5,100.0,30.1
43,-316.6,3001.2177,16.43,94.0,30.1
44,-348.92,3306.1563,18.36,100.0,30.1
45,-315.97,3254.7185,19.01,94.6,30.1
46,-352.74,3281.8374,16.74,100.0,30.1
47,-356.23,3368.4197,20.43,92.8,30.1
48,-319.94,3359.4794,16.11,99.9,30.1
49,-320.55,2994.8153,22.72,95.3,30.7
50,-313.8,2947.5901,20.96,99.9,30.7
51,-344.05,2924.4335,27.02,99.1,30.2
52,-321.65,2870.7932,11.41,99.9,30.2
53,-321.62,3186.52,18.73,94.7,30.2
54,-342.22,3151.6667,16.44,100.0,30.2
55,-354.21,3177.1439,22.14,96.2,30.2
56,-347.3,2954.2336,4.28,74.7,30.3
57,-342.29,3049.0919,11.33,99.4,30.2
58,-335.72,2849.3215,4.37,75.8,30.2
59,-349.15,3089.6301,15.21,92.9,30.3
60,-316.27,2802.7988,16.64,99.8,30.3
61,-348.46,2952.7183,17.09,93.6,30.3
62,-315.39,2798.4241,17.75,99.9,30.3
63,-315.8,2778.5649,4.41,73.1,30.3
64,-322.4,2964.9525,19.73,96.5,30.4
65,-321.35,2908.8986,3.87,82.1,30.3
66,-318.65,2466.8889,18.73,96.5,30.2
67,-344.05,2602.9202,16.05,100.0,30.3
68,-318.88,2505.8851,21.46,93.1,30.8
69,-340.91,2525.7939,30.27,100.0,30.8
70,-315.17,2498.212,29.35,100.0,30.8
71,-322.15,2427.7988,24.52,100.0,30.8
72,-314.87,2417.9486,27.57,100.0,30.9
73,-314.15,2349.794,22.95,100.0,30.8
74,-313.31,2347.4938,30.67,100.0,30.8
75,-315.99,2302.9055,26.95,100.0,30.8
76,-318.31,2277.7773,26.31,100.0,30.8
77,-314.62,2209.8652,27.31,100.0,30.9
78,-311.53,2214.7536,28.83,100.0,30.9
79,-316.87,2168.6687,26.28,100.0,30.9
80,-318.92,2059.4656,28.98,100.0,30.9
81,-311.11,2062.2952,26.1,100.0,30.9
82,-318.19,2147.0252,28.52,100.0,30.9
83,-314.87,1926.1228,24.92,100.0,30.9
84,-322.28,1959.153,29.89,100.0,30.9
85,-316.78,2059.1501,27.35,100.0,30.9
86,-311.48,2026.0698,30.07,100.0,30.9
87,-312.85,1848.9395,27.26,98.5,31.0
88,-340.35,2228.2112,29.97,100.0,30.9
89,-313.43,1960.0826,28.45,97.6,30.9
90,-315.56,1836.1501,29.48,100.0,30.9
91,-313.52,1715.8123,26.39,96.6,31.0
92,-317.75,1999.2555,28.79,100.0,31.0
93,-314.09,1708.2312,25.44,96.3,31.0
94,-314.82,1602.1392,29.78,100.0,30.9
95,-314.6,1700.1379,28.39,97.0,31.5
96,-316.51,1460.2476,35.17,100.0,31.5
97,-318.17,1638.2684,32.65,98.0,31.6
98,-313.35,1396.324,33.53,100.0,31.5
99,-316.96,1794.5426,32.86,99.9,31.6
100,-313.5,1483.4692,33.68,100.0,31.6
101,-312.41,1391.89,33.58,100.0,31.6
102,-311.62,1436.8745,34.36,100.0,31.6
103,-314.48,1374.7837,30.65,99.8,31.6
104,-312.82,1419.1494,32.34,100.0,31.7
105,-313.97,1402.7361,12.5,99.8,31.6
106,-315.38,1482.7633,34.97,100.0,31.6
107,-313.79,1189.9175,27.82,100.0,31.7
108,-314.09,1143.5121,35.13,99.8,31.7
109,-315.4,1304.144,29.94,100.0,31.6
110,-315.43,1169.035,34.99,98.9,31.8
111,-315.12,1138.4831,33.88,100.0,31.7
112,-316.46,902.0466,33.64,99.0,31.8
113,-314.25,993.67,33.4,100.0,31.7
114,-314.62,993.4711,34.6,98.7,31.8
115,-313.15,945.2034,33.91,100.0,31.8
116,-313.16,956.9514,34.67,100.0,31.8
117,-312.13,837.3484,31.92,100.0,31.8
118,-315.77,808.8066,35.51,100.0,31.9
119,-314.99,865.8893,34.03,100.0,31.8
120,-312.78,820.2746,34.06,100.0,31.8
121,-310.57,693.7874,32.65,100.0,31.8
122,-314.17,705.1261,32.72,100.0,31.9
123,-315.94,730.1241,34.35,100.0,31.9
124,-314.28,672.3705,34.58,100.0,31.9
125,-314.17,705.983,32.33,100.0,31.9
126,-313.59,626.4948,35.64,100.0,31.9
127,-340.06,669.0944,34.87,100.0,31.9
128,-312.83,542.4711,35.41,100.0,31.9
129,-315.49,642.3123,31.16,100.0,31.9
130,-315.06,512.1059,35.65,100.0,31.9
131,-313.67,556.2153,32.12,100.0,31.9
132,-311.99,486.4256,36.49,100.0,31.9
133,-315.47,400.6541,30.34,100.0,32.0
134,-315.07,434.8477,36.19,100.0,32.0
135,-320.52,367.962,32.33,100.0,32.0
136,-316.95,374.5959,33.42,100.0,31.9
137,-313.99,361.1893,35.21,100.0,32.0
138,-312.59,387.3304,33.72,100.0,32.0
139,-313.65,348.1279,34.26,100.0,31.8
140,-315.23,340.729,34.68,100.0,31.9
141,-313.5,320.2093,34.01,100.0,31.9
142,-316.2,325.8948,35.36,100.0,31.9
143,-312.32,283.6679,32.72,100.0,31.8
144,-313.45,310.3883,35.46,100.0,31.9
145,-314.41,313.8826,33.7,100.0,31.9
146,-311.92,324.1819,34.94,100.0,31.9
147,-312.44,299.599,34.05,100.0,32.0
148,-314.74,343.9631,36.8,100.0,32.0
149,-314.52,328.8009,34.66,100.0,32.0
150,-313.67,273.1237,36.01,100.0,32.0
151,-314.04,239.4595,33.72,100.0,32.0
152,-313.67,209.1566,34.49,100.0,32.1
153,-313.59,196.1376,33.59,100.0,32.0
154,-313.92,166.9808,34.17,100.0,32.0
155,-314.26,177.4456,34.15,100.0,32.1
156,-314.03,132.1322,33.94,100.0,32.1
157,-313.86,161.0181,33.71,100.0,32.1
158,-313.08,116.4847,32.35,100.0,32.1
159,-314.9,145.3659,33.74,100.0,32.1
160,-316.23,108.7449,34.22,100.0,32.1
161,-314.59,130.4466,32.75,100.0,32.1
162,-311.84,112.8131,33.15,100.0,32.1
163,-313.5,111.1763,33.8,100.0,32.1
164,-314.92,108.651,33.52,100.0,32.1
165,-314.9,108.902,34.47,100.0,32.1
166,-315.2,100.089,33.12,100.0,32.2
167,-314.91,86.5616,33.31,100.0,32.2
168,-315.68,71.4905,33.03,100.0,32.2
169,-315.21,77.7858,34.69,100.0,32.2
170,-312.81,44.5762,32.76,100.0,32.2
171,-315.2,39.8984,34.16,100.0,32.2
172,-312.92,108.0149,34.55,100.0,32.2
173,-313.54,36.5434,34.16,100.0,32.2
174,-313.75,32.8715,34.08,100.0,32.2
175,-314.57,36.0855,32.47,100.0,32.2
176,-315.1,45.3029,34.84,100.0,32.2
177,-314.67,23.2377,33.3,100.0,32.3
178,-313.26,23.1855,34.02,100.0,32.3
179,-314.35,24.9271,35.66,100.0,32.2
180,-313.89,14.307,33.78,100.0,32.3
181,-313.61,39.7832,32.6,100.0,32.3
182,-315.9,23.4699,33.52,100.0,32.2
183,-314.74,17.921,32.86,100.0,32.3
184,-314.66,11.0451,33.13,100.0,32.3
185,-314.41,10.8122,32.06,100.0,32.3
186,-312.81,6.8513,32.34,100.0,32.3
187,-313.67,6.1616,32.33,100.0,32.3
188,-315.1,12.9934,32.82,100.0,32.3
189,-315.65,9.9189,32.77,100.0,32.3
190,-315.33,5.6935,34.37,100.0,32.3
191,-315.34,13.2396,32.32,100.0,32.3
192,-315.34,9.2442,33.32,100.0,32.3
193,-315.81,8.8156,34.88,100.0,32.3
194,-315.18,7.8255,34.16,100.0,32.3
195,-314.54,4.1047,32.46,100.0,32.4
196,-315.14,5.6106,32.96,100.0,32.4
197,-315.49,4.2523,34.83,100.0,32.3
198,-315.14,2.8063,31.83,100.0,32.4
199,-315.39,3.0637,32.99,100.0,32.3
200,-315.76,2.2604,33.8,100.0,32.3
201,-315.43,1.6875,32.91,100.0,32.3
202,-315.1,1.6379,33.92,100.0,32.4
203,-315.1,1.0321,32.63,100.0,32.3
204,-315.12,1.1765,33.99,100.0,32.4
205,-315.1,0.4662,33.52,100.0,32.3
206,-315.1,1.065,33.38,100.0,32.3
207,-314.96,0.4121,34.69,100.0,32.4
208,-315.49,0.4649,34.95,100.0,32.4
209,-315.18,0.5437,33.97,100.0,32.4
210,-315.15,0.3376,34.84,100.0,32.5
211,-315.41,0.2285,32.85,100.0,32.6
212,-315.1,0.2338,30.95,100.0,32.6
213,-315.15,0.1121,35.48,100.0,32.6
214,-315.01,0.2028,35.73,100.0,32.6
215,-315.05,0.072,35.51,100.0,32.6
216,-315.15,0.1637,33.62,100.0,32.6
217,-315.15,0.0471,33.12,100.0,32.6
218,-315.05,0.2416,32.44,100.0,32.6
219,-315.21,0.4865,34.73,100.0,32.6
220,-315.18,0.3073,31.53,100.0,32.6
221,-315.15,0.1593,32.21,100.0,32.6
222,-315.05,0.0599,32.44,100.0,32.6
223,-315.2,0.0415,34.17,100.0,32.6
224,-315.01,0.0643,33.15,100.0,32.7
225,-315.33,0.1279,31.53,100.0,32.9
226,-315.23,0.0482,32.44,100.0,33.0
227,-315.2,0.041,33.67,100.0,33.1
228,-315.1,0.0348,32.57,100.0,33.2
229,-315.1,0.0327,33.92,100.0,33.3
230,-315.1,0.0274,34.37,100.0,33.3
231,-315.1,0.0341,33.61,100.0,33.3
232,-315.1,0.0257,34.82,100.0,33.3
233,-315.2,0.0228,31.35,100.0,33.4
234,-315.1,0.0323,32.13,100.0,33.3
235,-315.1,0.0255,32.59,100.0,33.4
236,-315.1,0.0285,33.38,100.0,33.5
237,-315.1,0.0332,34.21,100.0,33.4
238,-315.1,0.0233,34.37,100.0,33.4
239,-315.1,0.0205,31.71,100.0,33.4
240,-315.1,0.0187,33.04,100.0,33.4
241,-315.1,0.0218,34.19,100.0,33.4
242,-315.1,0.0139,34.21,100.0,33.4
243,-315.1,0.017,33.18,100.0,33.4
244,-315.1,0.0105,34.52,99.9,25.3
245,-315.1,0.0159,34.79,100.0,25.3
246,-315.1,0.013,33.2,98.3,25.3
247,-315.1,0.0224,33.61,100.0,25.3
248,-315.1,0.0189,32.98,97.8,25.3
249,-315.1,0.0254,32.62,100.0,25.3
250,-315.1,0.0172,37.19,98.6,25.3
251,-315.1,0.0196,29.9,100.0,21.6
252,-315.1,0.0252,32.6,99.3,21.7
253,-315.1,0.0209,33.81,100.0,21.7
254,-315.1,0.0126,35.2,100.0,21.7
255,-315.1,0.0107,32.99,100.0,21.7
256,-315.1,0.0055,33.84,100.0,21.7
