scenario,checkpoint_MB,param_count,weight_MB_fp32,mean_ms,std_ms,min_ms,p95_ms,max_ms,obs_dim,hidden,action_dim,num_agents
crowded_2intersection,4.8465471267700195,419333,1.5996284484863281,0.9527838498543133,1.1373867836659315,0.6286999996518716,1.1760350036638554,27.92279999994207,119,128,1,2
few_2intersection,4.845913887023926,419333,1.5996284484863281,0.9730706999798713,1.1336210825899757,0.6209000057424419,1.2200200053484878,27.204099998925813,119,128,1,2
normal_2intersection,4.846388816833496,419333,1.5996284484863281,0.9523739000687783,1.1247790106380395,0.6228999991435558,1.1870100013766205,24.701200003619306,119,128,1,2
oneintersection_3direction,2.8494787216186523,246403,0.9399528503417969,0.5810817501114798,1.1280621236822361,0.4029000047012232,0.7217149952339241,27.135999996971805,83,128,1,1
oneintersection_4direction,2.8626623153686523,247555,0.9443473815917969,0.5822326500892814,0.9106920394118724,0.38579999818466604,0.7179100019129692,25.695799995446578,92,128,1,1
oneintersection_5direction,2.9285802841186523,253315,0.9663200378417969,0.5817922499554697,0.8734292303540941,0.3811000060522929,0.7316399969568009,26.49750000273343,137,128,1,1
