scenario,density,family,fixed_queue_length_m,ai_queue_length_m,improve_queue_pct,fixed_avg_wait_time_s,ai_avg_wait_time_s,improve_avg_wait_pct,fixed_saturation_x,ai_saturation_x,improve_saturation_pct
few_2intersection,few,2intersection,0.0,0.0,,8.942271177760098,12.594146659139394,-40.83834418331781,0.029599980415197808,0.02677622073361247,9.539734965957978
normal_2intersection,normal,2intersection,0.0,0.0,,9.541430211307222,12.794881196169403,-34.09814789617836,0.1557912260086173,0.14297827274867494,8.224438300032144
crowded_2intersection,crowded,2intersection,0.0,0.11976723391360646,,10.372194593154777,12.939598200420933,-24.752752025695095,0.2987299255777517,0.2845132065624854,4.759054181723093
