Episode,Reward,Critic_Loss,Time_Sec,CPU_Percent,RAM_Percent
1,-160.07,1608.519,18.54,81.3,35.5
2,-143.31,1418.5835,56.25,100.0,34.5
3,-179.41,1974.9023,59.81,100.0,34.5
4,-171.19,2004.0613,55.75,100.0,34.4
5,-123.79,1008.7361,57.32,100.0,34.4
6,-172.36,1961.1761,57.68,100.0,34.7
7,-188.84,2352.8112,59.64,100.0,34.6
8,-193.57,2073.6174,62.84,100.0,34.7
9,-171.19,1970.1252,56.24,100.0,34.7
10,-181.49,2155.8539,54.41,100.0,34.8
11,-141.96,1374.0593,56.19,100.0,34.7
12,-180.34,1919.8277,41.22,100.0,34.6
13,-156.7,1321.4358,58.03,100.0,35.0
14,-172.1,1703.0786,56.94,100.0,34.9
15,-200.15,2098.9586,61.07,100.0,36.5
16,-148.6,1075.7623,59.08,100.0,37.9
17,-180.3,1528.0352,58.72,100.0,37.4
18,-170.05,1518.5811,56.36,100.0,37.3
19,-165.05,1341.7598,55.04,100.0,37.5
20,-160.35,1209.5614,59.23,100.0,37.3
21,-185.42,1398.5786,60.91,100.0,37.4
22,-159.05,982.3008,57.61,100.0,37.5
23,-159.82,969.8252,60.24,100.0,37.5
24,-154.12,654.5663,62.22,100.0,37.8
25,-176.31,881.8369,59.3,100.0,42.4
26,-211.47,1348.2512,64.95,100.0,37.7
27,-153.24,520.8777,59.31,100.0,37.5
28,-164.55,518.219,57.28,100.0,37.6
29,-160.23,459.4567,54.43,100.0,37.6
30,-176.95,467.5172,57.18,100.0,37.6
31,-200.03,588.6209,61.02,100.0,37.5
32,-189.01,633.3518,50.11,100.0,37.6
33,-202.18,423.6349,60.02,99.9,37.6
34,-180.53,247.4339,62.68,100.0,43.6
35,-149.49,93.2558,54.09,100.0,38.0
36,-181.85,190.8963,57.67,100.0,39.4
37,-178.98,118.0775,60.73,100.0,41.3
38,-174.73,214.3073,60.5,100.0,43.3
39,-185.7,146.7756,57.53,100.0,45.1
40,-157.32,170.6452,57.55,100.0,46.2
41,-160.1,249.9246,59.71,100.0,48.0
42,-162.27,181.6094,61.98,100.0,59.6
43,-171.97,225.4563,64.34,100.0,90.6
44,-182.45,210.2202,61.83,100.0,42.2
45,-171.81,124.4813,56.72,100.0,65.7
46,-154.5,198.2588,55.02,100.0,83.0
47,-185.87,121.9593,8.39,82.7,84.3
48,-178.12,213.0942,3.66,55.2,84.3
49,-183.07,133.9542,4.22,67.3,84.3
50,-144.05,154.2428,5.35,76.5,84.3
51,-206.17,223.2576,6.95,80.6,84.4
52,-165.22,119.5968,3.89,61.5,84.4
53,-178.53,185.5405,3.97,63.0,84.4
54,-178.64,192.7385,6.89,76.9,84.5
