Ep 258 | Reward:     80.3 | CriticLoss:   6.0930 | ActorLoss:  -0.0237
Ep 259 | Reward:     73.2 | CriticLoss:   4.2520 | ActorLoss:  -0.0259
Ep 260 | Reward:     80.3 | CriticLoss:   4.7536 | ActorLoss:  -0.0228
Ep 261 | Reward:     33.5 | CriticLoss:   3.3619 | ActorLoss:  -0.0196
Ep 262 | Reward:     87.6 | CriticLoss:   5.7271 | ActorLoss:  -0.0275
Ep 263 | Reward:     37.8 | CriticLoss:   4.2332 | ActorLoss:  -0.0212
Ep 264 | Reward:     30.5 | CriticLoss:   3.4923 | ActorLoss:  -0.0207
Ep 265 | Reward:     44.6 | CriticLoss:   1.9834 | ActorLoss:  -0.0228
Ep 266 | Reward:     53.7 | CriticLoss:   4.4544 | ActorLoss:  -0.0212
Ep 267 | Reward:     57.8 | CriticLoss:   6.7975 | ActorLoss:  -0.0172
Ep 268 | Reward:     66.1 | CriticLoss:   7.6602 | ActorLoss:   0.0061
Ep 269 | Reward:     47.2 | CriticLoss:   2.9074 | ActorLoss:  -0.0240
Ep 270 | Reward:     64.1 | CriticLoss:   4.4484 | ActorLoss:  -0.0218
Ep 271 | Reward:     50.9 | CriticLoss:   2.2040 | ActorLoss:  -0.0225
Ep 272 | Reward:     52.4 | CriticLoss:   4.1461 | ActorLoss:  -0.0254
Ep 273 | Reward:     86.5 | CriticLoss:   4.5703 | ActorLoss:  -0.0208
Ep 274 | Reward:     23.6 | CriticLoss:   3.4342 | ActorLoss:  -0.0220
Ep 275 | Reward:     91.5 | CriticLoss:   5.0168 | ActorLoss:  -0.0217
Ep 276 | Reward:     56.2 | CriticLoss:   4.1287 | ActorLoss:  -0.0235
Ep 277 | Reward:     64.0 | CriticLoss:   9.0981 | ActorLoss:  -0.0254
Ep 278 | Reward:     -5.9 | CriticLoss:   5.5890 | ActorLoss:  -0.0169
Ep 279 | Reward:     67.5 | CriticLoss:   5.7007 | ActorLoss:  -0.0210
Ep 280 | Reward:     34.6 | CriticLoss:   2.1613 | ActorLoss:  -0.0190
Ep 281 | Reward:     64.9 | CriticLoss:   4.5920 | ActorLoss:  -0.0206
Ep 282 | Reward:     37.5 | CriticLoss:   1.6525 | ActorLoss:  -0.0200
Ep 283 | Reward:     34.6 | CriticLoss:   3.6065 | ActorLoss:  -0.0186
Ep 284 | Reward:     17.2 | CriticLoss:   3.1771 | ActorLoss:  -0.0192
Ep 285 | Reward:     90.7 | CriticLoss:   7.1179 | ActorLoss:  -0.0251
Ep 286 | Reward:     59.8 | CriticLoss:   5.0230 | ActorLoss:  -0.0189
Ep 287 | Reward:     92.1 | CriticLoss:   3.6356 | ActorLoss:  -0.0235
Ep 288 | Reward:     19.6 | CriticLoss:   3.0855 | ActorLoss:  -0.0194
Ep 289 | Reward:     49.3 | CriticLoss:   3.4074 | ActorLoss:  -0.0211
Ep 290 | Reward:     21.5 | CriticLoss:   3.4900 | ActorLoss:  -0.0223
Ep 291 | Reward:     48.0 | CriticLoss:   2.1328 | ActorLoss:  -0.0201
Ep 292 | Reward:     33.1 | CriticLoss:   3.1187 | ActorLoss:  -0.0202
Ep 293 | Reward:     64.3 | CriticLoss:   8.4744 | ActorLoss:  -0.0222
Ep 294 | Reward:     52.2 | CriticLoss:   4.9070 | ActorLoss:  -0.0203
Ep 295 | Reward:     68.8 | CriticLoss:   6.1088 | ActorLoss:  -0.0226
Ep 296 | Reward:     43.3 | CriticLoss:   5.1698 | ActorLoss:  -0.0189
Ep 297 | Reward:     37.4 | CriticLoss:   3.1376 | ActorLoss:  -0.0214
Ep 298 | Reward:     55.1 | CriticLoss:  10.6556 | ActorLoss:  -0.0188
Ep 299 | Reward:     86.7 | CriticLoss:  10.8241 | ActorLoss:  -0.0228
Ep 300 | Reward:     27.3 | CriticLoss:   2.5644 | ActorLoss:  -0.0227
Ep 301 | Reward:     74.5 | CriticLoss:   6.1017 | ActorLoss:  -0.0265
Ep 302 | Reward:     58.8 | CriticLoss:   4.6646 | ActorLoss:  -0.0196
Ep 303 | Reward:     39.2 | CriticLoss:   3.7341 | ActorLoss:  -0.0219
Ep 304 | Reward:     67.7 | CriticLoss:   6.4958 | ActorLoss:  -0.0223
Ep 305 | Reward:     54.3 | CriticLoss:   2.2536 | ActorLoss:  -0.0231
Ep 306 | Reward:     33.8 | CriticLoss:   1.4575 | ActorLoss:  -0.0199
Ep 307 | Reward:     51.2 | CriticLoss:  12.7310 | ActorLoss:  -0.0222
Ep 308 | Reward:     41.3 | CriticLoss:   8.8525 | ActorLoss:  -0.0269
Ep 309 | Reward:     56.7 | CriticLoss:   7.5670 | ActorLoss:  -0.0178
Ep 310 | Reward:     49.6 | CriticLoss:   3.8219 | ActorLoss:  -0.0182
