scenario_family,density,fixed_queue_length_m,ai_queue_length_m,improve_queue_pct,fixed_avg_wait_time_s,ai_avg_wait_time_s,improve_avg_wait_pct,fixed_saturation_x,ai_saturation_x,improve_saturation_pct
oneintersection_3direction,few,0.6971450617283951,1.7758169934640522,-154.727041895895,19.246337139294035,33.10213984091856,-71.99189436069892,0.05266043821599378,0.04315549958179299,18.049486400426492
oneintersection_3direction,normal,4.009837962962963,6.67843137254902,-66.55115329433838,20.649929186521295,35.09327515579641,-69.94380386884154,0.2307785563341119,0.19848762712629947,13.992170555509901
oneintersection_3direction,crowded,8.588927469135802,14.240522875816996,-65.80094461142126,26.078151092115217,39.00937579332617,-49.58643216512668,0.5029473918362807,0.42026035307691345,16.440494592779096
oneintersection_4direction,few,3.6427083333333337,5.139756097560976,-41.097107625351356,32.999131008661735,46.39035090400496,-40.5805228380961,0.12300000000000003,0.10001520082431317,18.68682859811939
oneintersection_4direction,normal,17.067013888888887,17.759268292682926,-4.056095625753933,38.83662004813644,51.53888968743555,-32.706939027019224,0.41500000000000004,0.34287509819324435,17.37949441126643
oneintersection_4direction,crowded,31.17517361111111,31.512254901960784,-1.081249121671405,58.28617527794357,61.33205774289813,-5.225737407592723,0.769,0.5279220779220779,31.34953473054904
oneintersection_5direction,few,3.352916666666667,5.886382623224729,-75.56006332470918,53.84450799202678,86.78851952802954,-61.18360583939418,0.0836836836836837,0.10194120653434276,-21.817303023694247
oneintersection_5direction,normal,14.034583333333334,26.604928989139513,-89.56693160922373,62.45622419428758,91.17723542674409,-45.985827038009475,0.37306906906906906,0.40741431100885994,-9.206134945867703
oneintersection_5direction,crowded,32.16597222222222,54.70643274853801,-70.07548340399131,74.0654957320441,95.76989216314719,-29.304328846492528,0.6944624624624625,0.699801393220709,-0.7687860823053664
