scenario,density,family,fixed_queue_length_m,ai_queue_length_m,improve_queue_pct,fixed_avg_wait_time_s,ai_avg_wait_time_s,improve_avg_wait_pct,fixed_saturation_x,ai_saturation_x,improve_saturation_pct
few_2intersection,few,2intersection,0.7043138586956522,0.9505424378601036,-34.96006448324788,8.918424428648509,12.588414187889946,-41.15065153719741,0.02479566523044784,0.025871508539503065,-4.338836240352785
normal_2intersection,normal,2intersection,2.8260869565217397,3.212373634697447,-13.6686055354481,9.404867740519801,12.617349014147363,-34.15764434184388,0.12881152892022457,0.11692667520787058,9.226545024331255
crowded_2intersection,crowded,2intersection,8.09850543478261,7.868996075222025,2.833971791571008,10.247017929270973,12.776542224099579,-24.685467638374377,0.2681316098707403,0.2541708034633829,5.206699207932844
