Time,Lane,Delay_s,Saturation,Avg_Queue_Veh,Inflow_PCU_h,TotalDemand_h,Capacity_h,Residual_NGE
574,1352445161#8.75_0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0
574,1352445161#8.75_1,0.0,0.0,0.0,0.0,0.0,2200.0,0.0
574,1352445161#8.75_2,12.45,0.0,0.0,0.0,0.0,1009.41,0.0
574,1352445161#8.75_3,12.69,0.04,0.54,42.35,42.35,1009.41,0.0
574,477913073#10_0,0.0,0.43,0.0,952.94,952.94,2200.0,0.0
574,477913073#10_1,17.14,0.6,7.69,592.94,602.05,1009.41,0.0
574,477913073#10_2,15.41,0.42,5.41,423.53,423.53,1009.41,0.0
574,1010526553#5_0,0.0,0.07,0.0,148.24,148.24,2200.0,0.0
574,1010526553#5_1,12.64,0.12,1.59,127.06,127.06,1035.29,0.0
574,1010526553#5_2,12.15,0.04,0.53,42.35,42.35,1035.29,0.0
574,833772151#2_0,0.0,0.18,0.0,402.35,402.35,2200.0,0.0
574,833772151#2_1,14.71,0.34,4.33,338.82,338.82,1009.41,0.0
574,833772151#2_2,14.39,0.29,3.79,296.47,296.47,1009.41,0.0
