Time,Lane,Delay_s,Saturation,Avg_Queue_Veh,Inflow_PCU_h,TotalDemand_h,Capacity_h,Residual_NGE
573,1352445161#8.75_3,18.33,0.22,1.51,118.03,118.03,540.98,0.0
573,477913073#10_0,0.0,0.25,0.0,560.66,560.66,2200.0,0.0
573,477913073#10_1,4.51,0.19,1.62,265.57,265.57,1406.56,0.0
573,477913073#10_2,3.87,0.1,0.86,147.54,147.54,1442.62,0.0
573,1010526553#5_0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0
573,1010526553#5_1,18.11,0.0,0.0,0.0,0.0,504.92,0.0
573,1010526553#5_2,18.11,0.0,0.0,0.0,0.0,504.92,0.0
573,833772151#2_0,0.0,0.05,0.0,118.03,118.03,2200.0,0.0
573,833772151#2_1,3.28,0.0,0.0,0.0,0.0,1478.69,0.0
573,833772151#2_2,3.32,0.02,0.16,29.51,29.51,1478.69,0.0
